filename,scientific_name_image,scientific_name_image_conf,SEM_number_image,SEM_number_image_conf,angle_image,angle_image_conf,scientific_name_filename,SEM_number_filename,angle_filename,scientific_name_matches,SEM_number_matches,angle_matches,all_matches
Parcoblatta americana (2ventral) SEM-UBC DIC-0180.jpg,Parcoblatta americana,0.8089922541895609,SEM-UBC DIC-0180,0.9971085067765327,ventral,0.8089922541895609,Parcoblatta americana,SEM-UBC DIC-0180,ventral,True,True,True,True
Euthyrrhapha pacifica (1dorsal) SEM-UBC DIC-0172.jpg,Euthyrrhapa pacifica,0.9509663492632126,SEM-UBC DIC-0172,0.9974966730181916,dorsal,0.9509663492632126,Euthyrrhapha pacifica,SEM-UBC DIC-0172,dorsal,False,True,True,False
Leptomantispa pulchella (2ventral).jpg,Leptomantispa pulchella,0.913643380208644,SEM-UBC NEU-0917,0.7392299131436373,ventral,0.913643380208644,Leptomantispa pulchella,,ventral,True,,True,True
Zootermopsis angusticollis form B (1dorsal) .jpg,Zootermopsis angusticollis form B,0.49588704876071,SEM-UBC ISO-0005,0.9890336543267402,dorsal,0.49588704876071,Zootermopsis angusticollis form B,,dorsal,True,,True,True
Lomamyia occidentalis (3lateral) SEM-UBC NEU-0472.jpeg,Lomamyia occidentalis,0.9046578368768976,SEM-UBC NEU-0472,0.9429050409146185,lateral,0.9046578368768976,Lomamyia occidentalis,SEM-UBC NEU-0472,lateral,True,True,True,True
Supella longipalpa form A (3lateral) .jpg,Supella longipalpa form A,0.6384674277792753,SEM-UBC DIC-0085,0.6353226267619343,lateral,0.6384674277792753,Supella longipalpa form A,,lateral,True,,True,True
Ptenothrix unicolor (6fullslide) COLL-0004.jpeg,Ptenothrix unicolor,0.8885291003942279,SEM-UBC COLL-0004,0.7517516621633502,full slide,0.8885291003942279,Ptenothrix unicolor,,fullslide,True,,True,True
Amphizoa lecontei (2ventral).jpg,Amphizoa lecontei,0.6550219922825377,SEM-UBC COL-0057,0.9506728648205806,ventral,0.6550219922825377,Amphizoa lecontei,,ventral,True,,True,True
Periplaneta australasiae (2ventral) .jpg,Periplaneta australasiae,0.9991898531586442,SEM-UBC DIC-0044,0.778513759039787,ventral,0.9991898531586442,Periplaneta australasiae,,ventral,True,,True,True
Nyctibora sp form C (2ventral) .jpg,Nyctibora sp form €,0.6990983587708869,SEM-UBC DIC-0076,0.9812872552265199,ventral,0.6990983587708869,Nyctibora sp form C,,ventral,False,,True,False
Periplaneta americana (2ventral) .jpg,Periplaneta americana,0.9793108432822467,SEM-UBC DIC-0039,0.9917099150891255,ventral,0.9793108432822467,Periplaneta americana,,ventral,True,,True,True
Ipelates latus form A (4front).jpg,OCR FAILED,0,OCR FAILED,0,OCR FAILED,0,Ipelates latus form A,,front,False,,False,False
Pycnoscelus surinamensis (3lateral) .jpg,Pycnoscelus surinamensis,0.9677738302802604,SEM-UBC DIC-0072,0.6378341108985798,lateral,0.9677738302802604,Pycnoscelus surinamensis,,lateral,True,,True,True
Dicyrtoma sp. (2right) COLL-0010.jpg,Dicyrtoma sp.,0.7455412821443146,SEM-UBC COLL-0010,0.9860055741427937,right,0.7455412821443146,Dicyrtoma sp.,,right,True,,True,True
Sinella baca (1dorsal) COLL-0011.jpeg,Sinella baca,0.7068104550993317,SEM-UBC COLL-0011,0.9841591326723982,dorsal,0.7068104550993317,Sinella baca,,dorsal,True,,True,True
Ipelates latus form A (2ventral) .jpg,Ipelates latus form A,0.8212460075271617,SEM-UBC COL-28994,0.8178621207200045,ventral,0.8212460075271617,Ipelates latus form A,,ventral,True,,True,True
Zootermopsis angusticollis form D (3lateral) .jpg,Zootermopsis angusticollis form D,0.978653718314273,SEM-UBC ISO-0035,0.7322908045506561,lateral,0.978653718314273,Zootermopsis angusticollis form D,,lateral,True,,True,True
Sinella baca (5full) COLL-0011.jpeg,Sinella baca,0.7392887783929685,SEM-UBC COLL-0011,0.9824075196996973,full,0.7392887783929685,Sinella baca,,full,True,,True,True
Aderus populneus (2ventral) .jpg,Aderus brunnipennis,0.6757827147532379,SEM-UBC COL-28948,0.9956402751384955,ventral,0.6757827147532379,Aderus populneus,,ventral,False,,True,False
Necrophilus hydrophiloides form B (1dorsal) .jpg,Necrophilus hydrophiloides form B,0.8683680293523451,SEM-UBC COL-28997,0.8933254783699727,dorsal,0.8683680293523451,Necrophilus hydrophiloides form B,,dorsal,True,,True,True
Apteroloma caraboides (2ventral) .jpg,Apteroloma caraboides,0.8345817697992441,SEM-UBC COL-28991,0.9500661618743883,ventral,0.8345817697992441,Apteroloma caraboides,,ventral,True,,True,True
Dicyrtoma sp. (1left) COLL-0010.jpeg,Dicyrtoma sp.,0.5956647503711628,SEM-UBC COLL-0010,0.9831216151398688,left,0.5956647503711628,Dicyrtoma sp.,,left,True,,True,True
Paruroctonus boreus (3lateral) SCO-0001.jpeg,Paruroctonus boreus,0.7898224258743985,SEM-UBC SCO-0001,0.9346347841034075,lateral,0.7898224258743985,Paruroctonus boreus,,lateral,True,,True,True
Mantispa interrupta (2ventral) SEM-UBC NEU-0919.jpg,Mantispa interrupta,0.8100522487317197,SEM-UBC NEU-0919,0.9392479242459084,ventral,0.8100522487317197,Mantispa interrupta,SEM-UBC NEU-0919,ventral,True,True,True,True
Leptomantispa pulchella (1dorsal).jpg,Leptomantispa pulchella,0.958848944227427,SEM-UBC NEU-0917,0.772596046405195,dorsal,0.958848944227427,Leptomantispa pulchella,,dorsal,True,,True,True
Sinella baca (6label) COLL-0011.jpeg,OCR FAILED,0,OCR FAILED,0,OCR FAILED,0,Sinella baca,,label,False,,False,False
Nyctibora sp form B (2ventral) .jpg,Nyctibora sp form B,0.9855213802319768,SEM-UBC DIC-0078,0.8709064390292993,ventral,0.9855213802319768,Nyctibora sp form B,,ventral,True,,True,True
Necrophilus hydrophiloides form B (2ventral) .jpg,Necrophilus hydrophiloides form B,0.6920367244653653,SEM-UBC COL-28997,0.9996168871508562,ventral,0.6920367244653653,Necrophilus hydrophiloides form B,,ventral,True,,True,True
Blattella germanica nymph (1dorsal) .jpg,Blatella germanica nymph,0.902482840964599,SEM-UBC DIC-0108,0.9956501506733293,dorsal,0.902482840964599,Blattella germanica nymph,,dorsal,False,,True,False
Reticulitermes hesperus (3lateral) .jpg,Reticulitermes hesperus,0.9566328455482924,SEM-UBC ISO-0130,0.7470600212724241,lateral,0.9566328455482924,Reticulitermes hesperus,,lateral,True,,True,True
Entomobrya multifasciata (2right) COLL-0007.jpeg,Enotmobrya multifasciata,0.7367507083136877,SEM-UBC COLL-0007,0.7960852369374711,right,0.7367507083136877,Entomobrya multifasciata,,right,False,,True,False
Sisyra fuscatus (3lateral).jpeg,Sisyra fuscatus,0.6705337873872774,SEM-UBC NEU-1083,0.7663212420645003,lateral,0.6705337873872774,Sisyra fuscatus,,lateral,True,,True,True
Blattella germanica nymph (2ventral) .jpg,Blatella germanica nymph,0.8232084811841013,SEM-UBC DIC-0108,0.9132092798299293,ventral,0.8232084811841013,Blattella germanica nymph,,ventral,False,,True,False
Parcoblatta americana (1dorsal) SEM-UBC DIC-0180.jpg,Parcoblatta americana,0.89268593476321,SEM-UBC DIC-0180,0.9974518704907266,dorsal,0.89268593476321,Parcoblatta americana,SEM-UBC DIC-0180,dorsal,True,True,True,True
Tragosoma depsarium (2ventral).jpg,Tragosoma depsarium,0.8156004959330176,SEM-UBC COL-9815,0.7301068657840301,ventral,0.8156004959330176,Tragosoma depsarium,,ventral,True,,True,True
Mantispa interrupta (1dorsal) SEM-UBC NEU-0919.jpg,Mantispa interrupta,0.7344369988994056,SEM-UBC NEU-0919,0.886324350279187,dorsal,0.7344369988994056,Mantispa interrupta,SEM-UBC NEU-0919,dorsal,True,True,True,True
Hypenodes caducus (1dorsal).jpg,Hypenodes caducus,0.8563122540479498,SEM-UBC NOC-0435,0.8386190417991233,dorsal,0.8563122540479498,Hypenodes caducus,,dorsal,True,,True,True
Chlorosea banksaria (1dorsal) SEM-UBC GEO-0974.jpg,Chlorosea banksaria,0.9190948915240509,SEM-UBC GEO-0974,0.9773977980393217,dorsal,0.9190948915240509,Chlorosea banksaria,SEM-UBC GEO-0974,dorsal,True,True,True,True
Agyrtes longulus (2ventral) .jpg,Agyrtes Iongulus,0.8190044511194252,SEM-UBC COL-28989,0.6184889966455793,ventral,0.8190044511194252,Agyrtes longulus,,ventral,False,,True,False
Ptenothrix unicolor (1left) COLL-0004.jpeg,Ptenothrix unicolor,0.6274512337933847,SEM-UBC COLL-0004,0.9879615851436045,left,0.6274512337933847,Ptenothrix unicolor,,left,True,,True,True
Paruroctonus boreus (1dorsal) SCO-0001.jpeg,Paruroctonus boreus,0.9919143634370744,SEM-UBC SCO-0001,0.8588356921990188,dorsal,0.9919143634370744,Paruroctonus boreus,,dorsal,True,,True,True
Climaciella brunnea (2ventral).jpg,Climaclella brunnea,0.6908043215555079,SEM-UBC NEU-0911,0.21165211799547526,ventral,0.6908043215555079,Climaciella brunnea,,ventral,False,,True,False
Ergates spiculatus spiculatus (1dorsal) merged.jpg,Ergates spiculatus spiculatus,0.9491496034803754,SEM-UBC COL-5016,0.8095983880915113,dorsal,0.9491496034803754,Ergates spiculatus spiculatus,,dorsal,True,,True,True
Zootermopsis angusticollis form A (1dorsal) .jpg,Zootermopsis angusticollis form A,0.9172712427509806,SEM-UBC ISO-0015,0.821215067915754,dorsal,0.9172712427509806,Zootermopsis angusticollis form A,,dorsal,True,,True,True
Periplaneta americana nymph (4front).jpg,Periplaneta americana nymph,0.9943799185300117,SEM-UBC DIC-0027,0.9991936322170062,front,0.9943799185300117,Periplaneta americana nymph,,front,True,,True,True
Isotoma viridis (2right) COLL-0005.jpeg,Isotoma viridis,0.9969381389324221,SEM-UBC COLL-0005,0.9613656762461495,right,0.9969381389324221,Isotoma viridis,,right,True,,True,True
Isotomurus palustris (1left) COLL-0002.jpeg,Isotomurus palustris,0.8808013514114528,SEM-UBC COLL-0002,0.9697291919747757,left,0.8808013514114528,Isotomurus palustris,,left,True,,True,True
Panchlora sp Form B (2ventral) .jpg,Panchlora sp form B,0.9095996480298123,SEM-UBC DIC-0060,0.4679856040702708,ventral,0.9095996480298123,Panchlora sp Form B,,ventral,True,,True,True
Blatta orientalis nymph (3lateral) .jpg,Blatta orientalis nymph,0.6486057216603209,SEM-UBC DIC-0016,0.9011043310337703,lateral,0.6486057216603209,Blatta orientalis nymph,,lateral,True,,True,True
Blattella germanica (3lateral) .jpg,Blatella germanica,0.9125818051998891,SEM-UBC DIC-0112,0.9979869300929248,lateral,0.9125818051998891,Blattella germanica,,lateral,False,,True,False
Blatta orientalis (3lateral) .jpg,Blatta orientalis,0.9083540707908816,SEM-UBC DIC-0001,0.9449271758786593,lateral,0.9083540707908816,Blatta orientalis,,lateral,True,,True,True
Blattella germanica (1dorsal) .jpg,Blatella germanica,0.9992520175766143,SEM-UBC DIC-0112,0.9371744696805495,dorsal,0.9992520175766143,Blattella germanica,,dorsal,False,,True,False
Zootermopsis nevadensis (1dorsal) .jpg,OCR FAILED,0,OCR FAILED,0,OCR FAILED,0,Zootermopsis nevadensis,,dorsal,False,,False,False
Pteroloma nebrioides (2ventral) .jpg,Pteroloma nebrioides,0.8003297101199187,SEM-UBC COL-28998,0.9753399391770292,ventral,0.8003297101199187,Pteroloma nebrioides,,ventral,True,,True,True
Tomocerus flavescens (1left) COLL-0003.jpeg,Tomocerus flavescens var. arcticus,0.74583412327864,SEM-UBC COLL-0003,0.9829890927147209,left,0.74583412327864,Tomocerus flavescens,,left,False,,True,False
Ergates spiculatus spiculatus (2lateral) merged.jpg,Ergates spiculatus spiculatus,0.8858031907727635,SEM-UBC COL-5016,0.9418570986975,lateral,0.8858031907727635,Ergates spiculatus spiculatus,,lateral,True,,True,True
Supella longipalpa form B (2ventral) .jpg,Supella Iongipalpa form B,0.6005802834463072,SEM-UBC DIC-0090,0.9427510022044882,ventral,0.6005802834463072,Supella longipalpa form B,,ventral,False,,True,False
Parcoblatta americana (3lateral) SEM-UBC DIC-0180.jpg,Parcoblatta americana,0.7574787822953036,SEM-UBC DIC-0180,0.9981393831801555,lateral,0.7574787822953036,Parcoblatta americana,SEM-UBC DIC-0180,lateral,True,True,True,True
Blaberus sp (1dorsal) merged.jpg,Blaberus sp,0.9992600914129225,SEM-UBC DIC-0058,0.8511169689108149,dorsal,0.9992600914129225,Blaberus sp,,dorsal,True,,True,True
Cryptotermes brevis (2ventral) wings only.jpg,Cryptotermes brevis,0.6457989851956668,SEM-UBC ISO-0050,0.9816770497193364,ventral,0.6457989851956668,Cryptotermes brevis,,ventral,True,,True,True
Dicyrtoma sp. (1left) COLL-0010.jpg,Dicyrtoma sp.,0.5956647503711628,SEM-UBC COLL-0010,0.9831216151398688,left,0.5956647503711628,Dicyrtoma sp.,,left,True,,True,True
Zootermopsis angusticollis form C (3lateral) .jpg,Zootermopsis angusticollis form C,0.9152567921489194,SEM-UBC ISO-0010,0.9767477761826162,lateral,0.9152567921489194,Zootermopsis angusticollis form C,,lateral,True,,True,True
Lepidocyrtus cyaneus (2right) COLL-0006.jpeg,Lepidocyrtus cyaneus,0.942688968270236,SEM-UBC COLL-00O6,0.6820339667012358,right,0.942688968270236,Lepidocyrtus cyaneus,,right,True,,True,True
Amphizoa insolens (3lateral).jpg,Amphizoa insolens,0.8799692477899698,SEM-UBC COL-0044,0.9981907532354353,lateral,0.8799692477899698,Amphizoa insolens,,lateral,True,,True,True
