id,file_path,image_file_name,SEM_number_image,SEM_number_image_conf,scientific_name_filename,SEM_number_filename,angle_filename
566,website/Main/Hemiptera/Lygaeidae/Spilostethus hospes (4front) _0001.jpg,Spilostethus hospes (4front) _0001.jpg,SEM-UBC,0.9999317380801394,Spilostethus hospes,,front
635,website/Main/Hemiptera/Cydnidae/Amnestus pallidus (1dorsal).jpg,Amnestus pallidus (1dorsal).jpg,SEM-UBC,0.999795299846051,Amnestus pallidus,,dorsal
1487,website/Main/Hemiptera/Delphacidae/Achorotile subarctica form B (3lateral) .jpg,Achorotile subarctica form B (3lateral) .jpg,SEM-UBC,0.9997371270272781,Achorotile subarctica form B,,lateral
1711,website/Main/Hemiptera/Psyllidae/Purshivora pubescens (4front) .jpg,Purshivora pubescens (4front) .jpg,SEM-UBC,0.8240118516297921,Purshivora pubescens,,front
3110,website/Main/Hemiptera/Aradidae/Aradus depressus female (2ventral).jpg,Aradus depressus female (2ventral).jpg,OCR FAILED,0,Aradus depressus female,,ventral
3131,website/Main/Hemiptera/Aradidae/Aradus vadosus (3lateral).jpg,Aradus vadosus (3lateral).jpg,SEM-UBC,0.9988316349917964,Aradus vadosus,,lateral
3182,website/Main/Hemiptera/Aradidae/Aradus laeviusculus male (2ventral).jpg,Aradus laeviusculus male (2ventral).jpg,OCR FAILED,0,Aradus laeviusculus male,,ventral
3217,website/Main/Hemiptera/Cicadidae/Okanagana rimosa (4front).jpg,Okanagana rimosa (4front).jpg,SEM,0.7942344325407563,Okanagana rimosa,,front
3440,website/Main/Hemiptera/Miridae/Ceratocapsus downesi form A (1dorsal) .jpg,Ceratocapsus downesi form A (1dorsal) .jpg,SEM-UBC MIR-00O1,0.634514157233609,Ceratocapsus downesi form A,,dorsal
3513,website/Main/Hemiptera/Membracidae/Gargara genistae (1dorsal) .jpg,Gargara genistae (1dorsal) .jpg,OCR FAILED,0,Gargara genistae,,dorsal
3581,website/Main/Hemiptera/Membracidae/Platycotis maritima form A (2ventral) .jpg,Platycotis maritima form A (2ventral) .jpg,OCR FAILED,0,Platycotis maritima form A,,ventral
3831,website/Main/Hemiptera/Tingidae/Leptodictya leinahoni (2ventral).jpg,Leptodictya leinahoni (2ventral).jpg,OCR FAILED,0,Leptodictya leinahoni,,ventral
3921,website/Main/Hemiptera/Tingidae/Dictyonota fuliginosa (2ventral).jpg,Dictyonota fuliginosa (2ventral).jpg,OCR FAILED,0,Dictyonota fuliginosa,,ventral
3995,website/Main/Hemiptera/Anthocoridae/Anthocoris nemoralis (2ventral).jpg,Anthocoris nemoralis (2ventral).jpg,OCR FAILED,0,Anthocoris nemoralis,,ventral
4014,website/Main/Hemiptera/Anthocoridae/Tetraphleps pilosipes (3lateral) .jpg,Tetraphleps pilosipes (3lateral) .jpg,SEM-UBC ANTH4-0909,0.7536370432416235,Tetraphleps pilosipes,,lateral
4209,website/Main/Plecoptera/Chloroperlidae/Alloperla serrata female (2ventral).jpg,Alloperla serrata female (2ventral).jpg,OCR FAILED,0,Alloperla serrata female,,ventral
4445,website/Main/Siphonaptera/Ctenophthalmidae/Ctenophthalmus nobilis vulgaris male (label 2A).jpg,Ctenophthalmus nobilis vulgaris male (label 2A).jpg,OCR FAILED,0,Ctenophthalmus nobilis vulgaris male,,label A
4480,website/Main/Siphonaptera/Ctenophthalmidae/Palaeopsylla soricis soricis female (label 1B).jpg,Palaeopsylla soricis soricis female (label 1B).jpg,OCR FAILED,0,Palaeopsylla soricis soricis female,,label B
4598,website/Main/Siphonaptera/Ceratophyllidae/Ceratophyllus vision female (label 1B).jpg,Ceratophyllus vision female (label 1B).jpg,SEM-JBC SIP-0U5T,0.48315139437642657,Ceratophyllus vision female,,label B
5266,website/Main/Siphonaptera/Hystrichopsyllidae/Hystrichopsylla occidentalis female (label 2).jpg,Hystrichopsylla occidentalis female (label 2).jpg,OCR FAILED,0,Hystrichopsylla occidentalis female,,label 
5808,website/Main/Blattodea/Blaberidae/Archimandrita tessellata (2ventral).jpg,Archimandrita tessellata (2ventral).jpg,OCR FAILED,0,Archimandrita tessellata,,ventral
5810,website/Main/Blattodea/Blaberidae/Archimandrita tessellata (1dorsal).jpg,Archimandrita tessellata (1dorsal).jpg,OCR FAILED,0,Archimandrita tessellata,,dorsal
5815,website/Main/Blattodea/Blaberidae/Archimandrita tessellata (3lateral).jpg,Archimandrita tessellata (3lateral).jpg,OCR FAILED,0,Archimandrita tessellata,,lateral
