SEM #,Path To Images,Filenames
SEM-UBC GRY-0363,website/Main/Orthoptera/Tettigoniidae/,"Meconema thalassinum female (3lateral).jpg, Meconema thalassinum female (1dorsal).jpg, Meconema thalassinum female (2ventral).jpg, "
SEM-UBC GRY-0417,website/Main/Orthoptera/Tettigoniidae/,"Neoconocephalus triops (2ventral).jpg, Neoconocephalus triops (3lateral).jpg, Neoconocephalus triops (1dorsal).jpg, "
SEM-UBC GRY-0839,website/Main/Orthoptera/Tettigoniidae/,"Anabrus longipes female (2ventral).jpg, "
SEM-UBC GRY-0186,website/Main/Orthoptera/Rhaphidophoridae/,"Ceuthophilus vicinus (2ventral) .jpg, Ceuthophilus vicinus (3lateral) .jpg, Ceuthophilus vicinus (1dorsal) .jpg, "
SEM-UBC GRY-0118,website/Main/Orthoptera/Rhaphidophoridae/,"Pristoceuthophilus pacificus (2ventral).jpg, Pristoceuthophilus pacificus (1dorsal).jpg, Pristoceuthophilus pacificus (3lateral).jpg, "
SEM-UBC GRY-0146,website/Main/Orthoptera/Rhaphidophoridae/,"Ceuthophilus agassizii (3lateral) .jpg, Ceuthophilus agassizii (1dorsal).jpg, Ceuthophilus agassizii (2ventral) .jpg, "
SEM-UBC GRY-0121,website/Main/Orthoptera/Rhaphidophoridae/,"Pristoceuthophilus celatus (3lateral).jpg, Pristoceuthophilus celatus (1dorsal).jpg, Pristoceuthophilus celatus (2ventral).jpg, "
SEM-UBC GRY-0113,website/Main/Orthoptera/Rhaphidophoridae/,"Tropidischia xanthostoma (3lateral) merged.jpg, "
SEM-UBC GRY-013,website/Main/Orthoptera/Rhaphidophoridae/,"Tropidischia xanthostoma (1dorsal) merged.jpg, "
SEM-UBC ORT-3108,website/Main/Orthoptera/Acrididae/,"Bruneria brunnea (3lateral).jpg, Bruneria brunnea (2ventral).jpg, Bruneria brunnea (1dorsal).jpg, "
SEM-UBC ORT-2958,website/Main/Orthoptera/Acrididae/,"Chorthippus curtipennis (1dorsal).jpg, Chorthippus curtipennis (2ventral).jpg, Chorthippus curtipennis (3lateral).jpg, "
SEM-UBC ORT-3955,website/Main/Orthoptera/Acrididae/,"Encoptolophus sordidus costalis (1dorsal) SEM-UBC ORT-3955.jpg, Encoptolophus sordidus costalis (2ventral) SEM-UBC ORT-3955.jpg, Encoptolophus sordidus costalis (3lateral) SEM-UBC ORT-3955.jpg, "
SEM-UBC ORT-2806,website/Main/Orthoptera/Acrididae/,"Trimerotropis suffusa (3lateral).jpg, Trimerotropis suffusa (1dorsal).jpg, Trimerotropis suffusa (2ventral).jpg, "
SEM-UBC ORT-3819,website/Main/Orthoptera/Acrididae/,"Melanoplus frigidus (2ventral) SEM-UBC ORT-3819.jpg, Melanoplus frigidus (3lateral) SEM-UBC ORT-3819.jpg, Melanoplus frigidus (4front).jpg, Melanoplus frigidus (1dorsal) SEM-UBC ORT-3819.jpg, "
SEM-UBC ORT-2122,website/Main/Orthoptera/Acrididae/,"Spharagemon equale (2ventral).jpg, Spharagemon equale (3lateral).jpg, Spharagemon equale (1dorsal).jpg, "
SEM-UBC ORT-1727,website/Main/Orthoptera/Acrididae/,"Xanthippus brooksi (3lateral).jpg, Xanthippus brooksi (1dorsal).jpg, Xanthippus brooksi (2ventral).jpg, "
SEM-UBC ORT-0109,website/Main/Orthoptera/Acrididae/,"Melanoplus bivittatus (1dorsal).jpg, Melanoplus bivittatus (2ventral).jpg, Melanoplus bivittatus (3lateral).jpg, "
SEM-UBC ORT-0015,website/Main/Orthoptera/Acrididae/,"Melanoplus washingtonius (2ventral).jpg, Melanoplus washingtonius (1dorsal).jpg, Melanoplus washingtonius (3lateral).jpg, "
SEM-UBC ORT-1658,website/Main/Orthoptera/Acrididae/,"Xanthippus buckelli (1dorsal).jpg, Xanthippus buckelli (3lateral).jpg, Xanthippus buckelli (2ventral).jpg, "
SEM-UBC ORT-1051,website/Main/Orthoptera/Acrididae/,"Melanoplus occidentalis (4front).jpg, "
SEM-UBC ORT-3433,website/Main/Orthoptera/Acrididae/,"Psoloessa delicatula buckelli (3lateral).jpg, Psoloessa delicatula buckelli (1dorsal).jpg, Psoloessa delicatula buckelli (2ventral).jpg, "
SEM-UBC ORT-0149,website/Main/Orthoptera/Acrididae/,"Phoetaliotes nebrascensis (3lateral).jpg, Phoetaliotes nebrascensis (1dorsal).jpg, Phoetaliotes nebrascensis (2ventral).jpg, "
SEM-UBC ORT-2642,website/Main/Orthoptera/Acrididae/,"Conozoa sulcifrons (2ventral).jpg, Conozoa sulcifrons (1dorsal).jpg, Conozoa sulcifrons (3lateral).jpg, "
SEM-UBC ORT-3523,website/Main/Orthoptera/Acrididae/,"Phlibostroma quadrimaculatum (2ventral).jpg, Phlibostroma quadrimaculatum (1dorsal).jpg, Phlibostroma quadrimaculatum (3lateral).jpg, "
SEM-UBC ORT-2329,website/Main/Orthoptera/Acrididae/,"Trachyrachys kiowa (3lateral).jpg, Trachyrachys kiowa (1dorsal).jpg, Trachyrachys kiowa (2ventral).jpg, "
SEM-UBC ORT-2673,website/Main/Orthoptera/Acrididae/,"Conozoa sulcifrons open wing (1dorsal).jpg, "
SEM-UBC ORT-3929,website/Main/Orthoptera/Acrididae/,"Melanoplus differentialis (1dorsal).jpg, Melanoplus differentialis (3lateral).jpg, Melanoplus differentialis (2ventral).jpg, "
SEM-UBC ORT-0989,website/Main/Orthoptera/Acrididae/,"Melanoplus kennicotti (3lateral).jpg, Melanoplus kennicotti (1dorsal).jpg, Melanoplus kennicotti (2ventral).jpg, "
SEM-UBC ORT-3474,website/Main/Orthoptera/Acrididae/,"Aulocara elliotti (1dorsal).jpg, Aulocara elliotti (2ventral).jpg, Aulocara elliotti (3lateral).jpg, "
SEM-UBC ORT-3948,website/Main/Orthoptera/Acrididae/,"Trimerotropis monticola (3lateral) SEM-UBC ORT-3948.jpg, Trimerotropis monticola (1dorsal) SEM-UBC ORT-3948.jpg, Trimerotropis monticola (2ventral) SEM-UBC ORT-3948.jpg, "
SEM-UBC ORT-1817,website/Main/Orthoptera/Acrididae/,"Melanoplus femurrubrum (4front).jpg, "
SEM-UBC ORT-0009,website/Main/Orthoptera/Acrididae/,"Melanoplus montanus (3lateral).jpg, Melanoplus montanus (2ventral).jpg, Melanoplus montanus (1dorsal).jpg, "
SEM-UBC ORT-1028,website/Main/Orthoptera/Acrididae/,"Melanoplus occidentalis (1dorsal).jpg, Melanoplus occidentalis (2ventral).jpg, Melanoplus occidentalis (3lateral).jpg, "
SEM-UBC ORT-0883,website/Main/Orthoptera/Acrididae/,"Melanoplus alpinus (1dorsal).jpg, Melanoplus alpinus (3lateral).jpg, Melanoplus alpinus (2ventral).jpg, "
SEM-UBC ORT-3211,website/Main/Orthoptera/Acrididae/,"Bruneria yukonensis (3lateral).jpg, Bruneria yukonensis (1dorsal).jpg, Bruneria yukonensis (2ventral).jpg, "
SEM-UBC ORT-2771,website/Main/Orthoptera/Acrididae/,"Trimerotropis fontana (2ventral).jpg, Trimerotropis fontana (1dorsal).jpg, Trimerotropis fontana (3lateral).jpg, "
SEM-UBC ORT-3531,website/Main/Orthoptera/Acrididae/,"Orphulella pelidna desereta (3lateral).jpg, Orphulella pelidna desereta (2ventral).jpg, Orphulella pelidna desereta (1dorsal).jpg, "
SEM-UBC ORT-1186,website/Main/Orthoptera/Acrididae/,"Buckellacris nuda (1dorsal).jpg, Buckellacris nuda (2ventral).jpg, Buckellacris nuda (3lateral).jpg, "
SEM-UBC ORT-1131,website/Main/Orthoptera/Acrididae/,"Melanoplus cinereus (3lateral).jpg, Melanoplus cinereus (1dorsal).jpg, Melanoplus cinereus (2ventral).jpg, "
SEM-UBC ORT-1821,website/Main/Orthoptera/Acrididae/,"Arphia pseudonietana (2ventral).jpg, Arphia pseudonietana (1dorsal).jpg, Arphia pseudonietana (3lateral).jpg, "
SEM-UBC ORT-0121,website/Main/Orthoptera/Acrididae/,"Melanoplus confusus (3lateral).jpg, Melanoplus confusus (1dorsal).jpg, Melanoplus confusus (2ventral).jpg, "
SEM-UBC ORT-0519,website/Main/Orthoptera/Acrididae/,"Melanoplus sanguinipes (1dorsal).jpg, Melanoplus sanguinipes (2ventral).jpg, Melanoplus sanguinipes (3lateral).jpg, "
SEM-UBC ORT-3232,website/Main/Orthoptera/Acrididae/,"Amphitornus coloradus ornatus (1dorsal).jpg, Amphitornus coloradus ornatus (3lateral).jpg, Amphitornus coloradus ornatus (2ventral).jpg, "
SEM-UBC ORT-1113,website/Main/Orthoptera/Acrididae/,"Melanoplus packardii (3lateral).jpg, Melanoplus packardii (2ventral).jpg, Melanoplus packardii (1dorsal).jpg, "
SEM-UBC ORT-2674,website/Main/Orthoptera/Acrididae/,"Trimerotropis gracilis (1dorsal).jpg, Trimerotropis gracilis (3lateral).jpg, Trimerotropis gracilis (2ventral).jpg, "
SEM-UBC ORT-1205,website/Main/Orthoptera/Acrididae/,"Buckellacris chilcotinae (1dorsal).jpg, Buckellacris chilcotinae (3lateral).jpg, Buckellacris chilcotinae (2ventral).jpg, "
SEM-UBC ORT-3959,website/Main/Orthoptera/Acrididae/,"Acrolophitus hirtipes hirtipes (3lateral) SEM-UBC ORT-3959.jpg, Acrolophitus hirtipes hirtipes (2ventral) SEM-UBC ORT-3959.jpg, Acrolophitus hirtipes hirtipes (1dorsal) SEM-UBC ORT-3959.jpg, "
SEM-UBC ORT-3949,website/Main/Orthoptera/Acrididae/,"Trimerotropis verruculata (1dorsal) SEM-UBC ORT-3949.jpg, Trimerotropis verruculata (2ventral) SEM-UBC ORT-3949.jpg, Trimerotropis verruculata (3lateral) SEM-UBC ORT-3949.jpg, "
SEM-UBC ORT-2867,website/Main/Orthoptera/Acrididae/,"Circotettix undulatus (3lateral).jpg, Circotettix undulatus (1dorsal).jpg, Circotettix undulatus (2ventral).jpg, "
SEM-UBC ORT-0457,website/Main/Orthoptera/Acrididae/,"Melanoplus borealis (1dorsal).jpg, Melanoplus borealis (3lateral).jpg, Melanoplus borealis (2ventral).jpg, "
SEM-UBC ORT-2906,website/Main/Orthoptera/Acrididae/,"Stethophyma lineatum (2ventral).jpg, Stethophyma lineatum (3lateral).jpg, Stethophyma lineatum (1dorsal).jpg, "
SEM-UBC ORT-3497,website/Main/Orthoptera/Acrididae/,"Agenotettix deorum (3lateral).jpg, Agenotettix deorum (2ventral).jpg, Agenotettix deorum (1dorsal).jpg, "
SEM-UBC ORT-3834,website/Main/Orthoptera/Acrididae/,"Melanoplus rugglesi (2ventral) SEM-UBC ORT-3834.jpg, Melanoplus rugglesi (3lateral) SEM-UBC ORT-3834.jpg, Melanoplus rugglesi (1dorsal) SEM-UBC ORT-3834.jpg, "
SEM-UBC ORT-1307,website/Main/Orthoptera/Acrididae/,"Arphia conspersa (3lateral).jpg, Arphia conspersa (1dorsal).jpg, Arphia conspersa (2ventral).jpg, "
SEM-UBC ORT-2913,website/Main/Orthoptera/Acrididae/,"Pseudopomala brachyptera (1dorsal).jpg, Pseudopomala brachyptera (3lateral).jpg, Pseudopomala brachyptera (2ventral).jpg, "
SEM-UBC ORT-0720,website/Main/Orthoptera/Acrididae/,"Melanoplus bruneri (1dorsal).jpg, Melanoplus bruneri (3lateral).jpg, Melanoplus bruneri (2ventral).jpg, "
SEM-UBC ORT-0024,website/Main/Orthoptera/Acrididae/,"Melanoplus huroni (2ventral).jpg, Melanoplus huroni (1dorsal).jpg, Melanoplus huroni (3lateral).jpg, "
SEM-UBC ORT-2035,website/Main/Orthoptera/Acrididae/,"Dissosteira carolina (1dorsal).jpg, Dissosteira carolina (3lateral).jpg, Dissosteira carolina (2ventral).jpg, "
SEM-UBC ORI-3247,website/Main/Orthoptera/Acrididae/,"Aeropedellus arcticus (1dorsal).jpg, "
SEM-UBC ORT-2681,website/Main/Orthoptera/Acrididae/,"Trimerotropis pallidipennis (2ventral).jpg, Trimerotropis pallidipennis (1dorsal).jpg, Trimerotropis pallidipennis (3lateral).jpg, "
SEM-UBC ORT-2848,website/Main/Orthoptera/Acrididae/,"Trimerotropis suffusa open wing (1Dorsal).jpg, "
SEM-UBC ORT-1736,website/Main/Orthoptera/Acrididae/,"Cratypedes neglectus (1dorsal).jpg, Cratypedes neglectus (2ventral).jpg, Cratypedes neglectus (3lateral).jpg, "
SEM-UBC ORT-1444,website/Main/Orthoptera/Acrididae/,"Chortophaga viridifasciata (1dorsal).jpg, Chortophaga viridifasciata (3lateral).jpg, Chortophaga viridifasciata (2ventral).jpg, "
SEM-UBC ORT-1997,website/Main/Orthoptera/Acrididae/,"Cratypedes lateritius (1dorsal).jpg, Cratypedes lateritius (3lateral).jpg, Cratypedes lateritius (2ventral).jpg, "
SEM-UBC ORT-0836,website/Main/Orthoptera/Acrididae/,"Melanoplus infantilis (2ventral).jpg, Melanoplus infantilis (1dorsal).jpg, Melanoplus infantilis (3lateral).jpg, "
SEM-UBC ORT-2186,website/Main/Orthoptera/Acrididae/,"Spharagemon campestris (2ventral).jpg, Spharagemon campestris (3lateral).jpg, Spharagemon campestris (1dorsal).jpg, "
SEM-UBC ORT-3930,website/Main/Orthoptera/Acrididae/,"Melanoplus dawsoni (1dorsal) SEM-UBC ORT-3930.jpg, Melanoplus dawsoni (2ventral) SEM-UBC ORT-3930.jpg, Melanoplus dawsoni (3lateral) SEM-UBC ORT-3930.jpg, "
SEM-UBC ORT-2914,website/Main/Orthoptera/Acrididae/,"Chloealtis conspersa (3lateral).jpg, Chloealtis conspersa (1dorsal).jpg, Chloealtis conspersa (2ventral).jpg, "
SEM-UBC ORT-2921,website/Main/Orthoptera/Acrididae/,"Chloealtis abdominalis (3lateral).jpg, Chloealtis abdominalis (1dorsal).jpg, Chloealtis abdominalis (2ventral).jpg, "
SEM-UBC ORT-1550,website/Main/Orthoptera/Acrididae/,"Camnula pellucida (2ventral).jpg, Camnula pellucida (1dorsal).jpg, Camnula pellucida (3lateral).jpg, "
SEM-UBC ORT-2225,website/Main/Orthoptera/Acrididae/,"Metator nevadensis (2ventral).jpg, Metator nevadensis (1dorsal).jpg, Metator nevadensis (3lateral).jpg, "
SEM-UBC ORT-2902,website/Main/Orthoptera/Acrididae/,"Circotettix carlinianus (2ventral).jpg, Circotettix carlinianus (3lateral).jpg, Circotettix carlinianus (1dorsal).jpg, "
SEM-UBC ORT-0359,website/Main/Orthoptera/Acrididae/,"Melanoplus femurrubrum (1dorsal).jpg, Melanoplus femurrubrum (3lateral).jpg, "
SEM-UBC ORT-1774,website/Main/Orthoptera/Acrididae/,"Melanoplus foedus (2ventral).jpg, Melanoplus foedus (1dorsal).jpg, Melanoplus foedus (3lateral).jpg, "
SEM-UBC ORT-1067,website/Main/Orthoptera/Acrididae/,"Melanoplus fasciatus (2ventral).jpg, Melanoplus fasciatus (1dorsal).jpg, Melanoplus fasciatus (3lateral).jpg, "
SEM-UBC ORT-1294,website/Main/Orthoptera/Acrididae/,"Asemoplus montanus (2ventral).jpg, Asemoplus montanus (3lateral).jpg, Asemoplus montanus (1dorsal).jpg, "
SEM-UBC ORT-0001,website/Main/Orthoptera/Acrididae/,"Hesperotettix viridis pratensis (3lateral).jpg, Hesperotettix viridis pratensis (1dorsal).jpg, Hesperotettix viridis pratensis (2ventral).jpg, "
SEM-UBC ORT-3217,website/Main/Orthoptera/Acrididae/,"Aeropedellus arcticus (3lateral).jpg, Aeropedellus arcticus (2ventral).jpg, "
SEM-UBC ORT-2793,website/Main/Orthoptera/Acrididae/,"Trimerotropis fontana open wing (1dorsal).jpg, "
SEM-UBC ORT-3818,website/Main/Orthoptera/Acrididae/,"Pardalophora apiculata (3lateral) SEM-UBC ORT-3818.jpg, Pardalophora apiculata (1dorsal) SEM-UBC ORT-3818.jpg, Pardalophora apiculata (2ventral) SEM-UBC ORT-3818.jpg, "
SEM-UBC ORT-3460,website/Main/Orthoptera/Acrididae/,"Psoloessa delicatula buckelli open wing (1dorsal).jpg, "
SEM-UBC ORT-0359 ,website/Main/Orthoptera/Acrididae/,"Melanoplus femurrubrum (2ventral).jpg, "
SEM-UBC GRY-0749,website/Main/Orthoptera/Myrmecophilidae/,"Myrmecophilus oregonensis (1dorsal).jpg, Myrmecophilus oregonensis (3lateral).jpg, Myrmecophilus oregonensis (2ventral).jpg, "
SEM-UBC GRY-0798,website/Main/Orthoptera/Myrmecophilidae/,"Myrmecophilus manni (3lateral) SEM-UBC GRY-0798.jpg, Myrmecophilus manni (1dorsal) SEM-UBC GRY-0798.jpg, Myrmecophilus manni (2ventral) SEM-UBC GRY-0798.jpg, "
SEM-UBC MEC-0072,website/Main/Mecoptera/Boreidae/,"Boreus californicus male (1dorsal).jpg, Boreus californicus male (2ventral).jpg, Boreus californicus male (3lateral).jpg, "
SEM-UBC MEC-0226,website/Main/Mecoptera/Boreidae/,"Boreus elegans female (2ventral).jpg, Boreus elegans female (3lateral).jpg, Boreus elegans female (1dorsal).jpg, "
SEM-UBC MEC-0248,website/Main/Mecoptera/Boreidae/,"Boreus nix female (2ventral).jpg, Boreus nix female (1dorsal).jpg, Boreus nix female (3lateral).jpg, "
SEM-UBC MEC-0262,website/Main/Mecoptera/Boreidae/,"Boreus reductus female (1dorsal).jpg, Boreus reductus female (2ventral).jpg, Boreus reductus female (4ventral mouth detail).jpg, Boreus reductus female (3lateral).jpg, "
SEM-UBC MEC-0255,website/Main/Mecoptera/Boreidae/,"Boreus nix male (3lateral).jpg, Boreus nix male (2ventral).jpg, Boreus nix male (1dorsal).jpg, "
SEM-UBC MEC-0225,website/Main/Mecoptera/Boreidae/,"Boreus elegans male (3lateral).jpg, Boreus elegans male (2ventral).jpg, Boreus elegans male (1dorsal).jpg, "
SEM-UBC MEC-0258,website/Main/Mecoptera/Boreidae/,"Boreus pilosus female (2ventral).jpg, Boreus pilosus female (1dorsal).jpg, Boreus pilosus female (3lateral).jpg, "
SEM-UBC MEC-0067,website/Main/Mecoptera/Boreidae/,"Boreus californicus female (2ventral).jpg, Boreus californicus female (3lateral).jpg, Boreus californicus female (1dorsal).jpg, "
SEM-UBC MEC-0266,website/Main/Mecoptera/Boreidae/,"Boreus reductus male (2ventral).jpg, Boreus reductus male (1dorsal).jpg, Boreus reductus male (3lateral).jpg, "
SEM-UBC MEC-0284,website/Main/Mecoptera/Panorpidae/,"Panorpa subfurcata (3lateral).jpg, Panorpa subfurcata (2ventral).jpg, Panorpa subfurcata (1dorsal).jpg, "
SEM-UBC MEC-0276,website/Main/Mecoptera/Panorpidae/,"Brachypanorpa oregonensis (2ventral).jpg, Brachypanorpa oregonensis (1dorsal).jpg, Brachypanorpa oregonensis (4front).jpg, Brachypanorpa oregonensis (3lateral).jpg, "
SEM-UBC MEC-0280,website/Main/Mecoptera/Panorpidae/,"Panorpa claripennis (1dorsal) SEM-UBC MEC-0280.jpg, Panorpa claripennis (2ventral) SEM-UBC MEC-0280.jpg, Panorpa claripennis (3lateral) SEM-UBC MEC-0280.jpg, "
SEM-UBC ISO-0130,website/Main/Blattodea/Rhinotermitidae/,"Reticulitermes hesperus (2ventral) .jpg, Reticulitermes hesperus (1dorsal) .jpg, Reticulitermes hesperus (3lateral) .jpg, "
SEM-UBC DIC-0016,website/Main/Blattodea/Blattidae/,"Blatta orientalis nymph (2ventral) .jpg, Blatta orientalis nymph (1dorsal) .jpg, Blatta orientalis nymph (3lateral) .jpg, "
SEM-UBC DIC-0001,website/Main/Blattodea/Blattidae/,"Blatta orientalis (2ventral) .jpg, Blatta orientalis (1dorsal) .jpg, Blatta orientalis (3lateral) .jpg, "
SEM-UBC DIC-0027,website/Main/Blattodea/Blattidae/,"Periplaneta americana nymph (1dorsal) .jpg, Periplaneta americana nymph (2ventral) .jpg, Periplaneta americana nymph (3lateral) .jpg, Periplaneta americana nymph (4front).jpg, "
SEM-UBC DIC-0039,website/Main/Blattodea/Blattidae/,"Periplaneta americana (3lateral) .jpg, Periplaneta americana (1dorsal) .jpg, Periplaneta americana (2ventral) .jpg, "
SEM-UBC DIC-0044,website/Main/Blattodea/Blattidae/,"Periplaneta australasiae (1dorsal) .jpg, Periplaneta australasiae (3lateral) .jpg, Periplaneta australasiae (2ventral) .jpg, "
SEM-UBC DIC-0051,website/Main/Blattodea/Blattidae/,"Periplaneta australasiae nymph (2ventral) .jpg, Periplaneta australasiae nymph (1dorsal) .jpg, Periplaneta australasiae nymph (3lateral) .jpg, "
SEM-UBC DIC-0069,website/Main/Blattodea/Blaberidae/,"Panchlora sp Form B (3lateral) .jpg, Panchlora sp Form B (1dorsal) .jpg, Panchlora sp Form B (2ventral) .jpg, "
SEM-UBC DIC-0072,website/Main/Blattodea/Blaberidae/,"Pycnoscelus surinamensis (1dorsal) .jpg, Pycnoscelus surinamensis (2ventral) .jpg, Pycnoscelus surinamensis (3lateral) .jpg, "
SEM-UBC DIC-0066,website/Main/Blattodea/Blaberidae/,"Panchlora sp Form A (2ventral) .jpg, Panchlora sp Form A (1dorsal) .jpg, Panchlora sp Form A (3lateral) .jpg, "
SEM-UBC DIC-0058,website/Main/Blattodea/Blaberidae/,"Blaberus sp (2ventral) merged .jpg, Blaberus sp (3lateral) .jpg, Blaberus sp (1dorsal) merged.jpg, "
SEM-UBC ISO-0050,website/Main/Blattodea/Kalotermitidae/,"Cryptotermes brevis (1dorsal) wings only.jpg, Cryptotermes brevis (2ventral) wings only.jpg, "
SEM-UBC ISO-0035,website/Main/Blattodea/Archotermopsidae/,"Zootermopsis angusticollis form D (2ventral) .jpg, Zootermopsis angusticollis form D (1dorsal) body only.jpg, Zootermopsis angusticollis form D (1dorsal) .jpg, Zootermopsis angusticollis form D (3lateral) .jpg, "
SEM-UBC ISO-0015,website/Main/Blattodea/Archotermopsidae/,"Zootermopsis angusticollis form A (3lateral) .jpg, Zootermopsis angusticollis form A (1dorsal) .jpg, "
SEM-UBC ISO-0010,website/Main/Blattodea/Archotermopsidae/,"Zootermopsis angusticollis form C (1dorsal) .jpg, Zootermopsis angusticollis form C (3lateral) .jpg, "
SEM-UBC ISO-0005,website/Main/Blattodea/Archotermopsidae/,"Zootermopsis angusticollis form B (3lateral) .jpg, Zootermopsis angusticollis form B (1dorsal) .jpg, "
SEM-UBC ISO-0001,website/Main/Blattodea/Archotermopsidae/,"Zootermopsis nevadensis (1dorsal) .jpg, "
SEM-UBC DIC-0172,website/Main/Blattodea/Ectobiidae/,"Euthyrrhapha pacifica (2ventral) SEM-UBC DIC-0172.jpg, Euthyrrhapha pacifica (3lateral) SEM-UBC DIC-0172.jpg, Euthyrrhapha pacifica (1dorsal) SEM-UBC DIC-0172.jpg, Blattella vaga (2ventral) SEM-UBC DIC-0172.jpg, Blattella vaga (3lateral) SEM-UBC DIC-0172.jpg, Blattella vaga (1dorsal) SEM-UBC DIC-0172.jpg, "
SEM-UBC DIC-0112,website/Main/Blattodea/Ectobiidae/,"Blattella germanica (2ventral) .jpg, Blattella germanica (3lateral) .jpg, Blattella germanica (1dorsal) .jpg, "
SEM-UBC DIC-0078,website/Main/Blattodea/Ectobiidae/,"Nyctibora sp form B (1dorsal) .jpg, Nyctibora sp form B (3lateral) .jpg, Nyctibora sp form B (2ventral) .jpg, "
SEM-UBC DIC-0186,website/Main/Blattodea/Ectobiidae/,"Parcoblatta pennsylvanica (1dorsal) SEM-UBC DIC-0186.jpg, Parcoblatta pennsylvanica (3lateral) SEM-UBC DIC-0186.jpg, Parcoblatta pennsylvanica (2ventral) SEM-UBC DIC-0186.jpg, "
SEM-UBC DIC-0090,website/Main/Blattodea/Ectobiidae/,"Supella longipalpa form B (3lateral) .jpg, Supella longipalpa form B (1dorsal) .jpg, Supella longipalpa form B (2ventral) .jpg, "
SEM-UBC DIC-0108,website/Main/Blattodea/Ectobiidae/,"Blattella germanica nymph (3lateral) .jpg, Blattella germanica nymph (1dorsal) .jpg, Blattella germanica nymph (2ventral) .jpg, "
SEM-UBC DIC-0076,website/Main/Blattodea/Ectobiidae/,"Nyctibora sp form C (1dorsal) .jpg, Nyctibora sp form C (3lateral) .jpg, Nyctibora sp form C (2ventral) .jpg, "
SEM-UBC DIC-0073,website/Main/Blattodea/Ectobiidae/,"Nyctibora sp form A (1dorsal) .jpg, Nyctibora sp form A (2ventral) .jpg, Nyctibora sp form A (3lateral) .jpg, "
SEM-UBC DIC-0085,website/Main/Blattodea/Ectobiidae/,"Supella longipalpa form A (2ventral) .jpg, Supella longipalpa form A (1dorsal) .jpg, Supella longipalpa form A (3lateral) .jpg, "
SEM-UBC DIC-0180,website/Main/Blattodea/Ectobiidae/,"Parcoblatta americana (2ventral) SEM-UBC DIC-0180.jpg, Parcoblatta americana (1dorsal) SEM-UBC DIC-0180.jpg, Parcoblatta americana (3lateral) SEM-UBC DIC-0180.jpg, "
SEM-UBC TRI-1303,website/Main/Trichoptera/Brachycentridae/,"Micrasema bactro (3lateral).jpg, Micrasema bactro (1dorsal).jpg, "
SEM-UBC TRI-1303 ,website/Main/Trichoptera/Brachycentridae/,"Micrasema bactro (2ventral).jpg, "
SEM-UBC TRI-1206,website/Main/Trichoptera/Limnephilidae/,"Chyranda centralis (1dorsal) .jpg, Chyranda centralis (3lateral)  .jpg, Chyranda centralis (2ventral)  .jpg, "
SEM-UBC TRI-0946,website/Main/Trichoptera/Limnephilidae/,"Limnephilus hyalinus male (3lateral) SEM-UBC TRI-0946.jpg, Limnephilus hyalinus male (2ventral) SEM-UBC TRI-0946.jpg, Limnephilus hyalinus male (1dorsal) SEM-UBC TRI-0946.jpg, "
SEM-UBC TRI-0834,website/Main/Trichoptera/Limnephilidae/,"Limnephilus argenteus female (2ventral)  .jpg, Limnephilus argenteus female (3lateral)  .jpg, Limnephilus argenteus female (1dorsal) .jpg, "
SEM-UBC TRI-1017,website/Main/Trichoptera/Limnephilidae/,"Limnephilus occidentalis (3lateral)  .jpg, Limnephilus occidentalis (1dorsal)   .jpg, Limnephilus occidentalis (2ventral)  .jpg, "
SEM-UBC TRI-0849,website/Main/Trichoptera/Limnephilidae/,"Limnephilus diphyes female (3lateral)  .jpg, Limnephilus diphyes female (2ventral)  .jpg, Limnephilus diphyes female (1dorsal) .jpg, "
SEM-UBC TRI-0975,website/Main/Trichoptera/Limnephilidae/,"Limnephilus infernalis (2ventral) .jpg, Limnephilus infernalis (1dorsal)  .jpg, Limnephilus infernalis (3lateral)  .jpg, "
SEM-UBC TRI-1631,website/Main/Trichoptera/Limnephilidae/,"Limnephilus batchewana (1dorsal) SEM-UBC TRI-1631.jpg, Limnephilus batchewana (3lateral) SEM-UBC TRI-1631.jpg, Limnephilus batchewana (2ventral) SEM-UBC TRI-1631.jpg, "
SEM-UBC TRI-0909,website/Main/Trichoptera/Limnephilidae/,"Limnephilus externus female (1dorsal) .jpg, Limnephilus externus female (3lateral)  .jpg, Limnephilus externus female (2ventral)  .jpg, "
SEM-UBC TRI-0858,website/Main/Trichoptera/Limnephilidae/,"Limnephilus dispar male (3lateral)  .jpg, Limnephilus dispar male (2ventral) .jpg, Limnephilus dispar male (1dorsal) .jpg, "
SEM-UBC TRI-0882,website/Main/Trichoptera/Limnephilidae/,"Limnephilus dispar female (2ventral) .jpg, Limnephilus dispar female (1dorsal) .jpg, Limnephilus dispar female (3lateral)  .jpg, "
SEM-UBC TRI-0970,website/Main/Trichoptera/Limnephilidae/,"Limnephilus indivisus female (2ventral)  .jpg, Limnephilus indivisus female (1dorsal) .jpg, Limnephilus indivisus female (3lateral)  .jpg, "
SEM-UBC TRI-1090,website/Main/Trichoptera/Limnephilidae/,"Limnephilus sericeus male (3lateral)  .jpg, Limnephilus sericeus male (2ventral)  .jpg, Limnephilus sericeus male (1dorsal) .jpg, "
