SEM #,Path To Images,Filenames
SEM-UBC HOM-0089,Hemiptera/Flatidae/,"Metcalfa pruinosa form B (3lateral) .jpg, Metcalfa pruinosa form B (1dorsal) .jpg, Metcalfa pruinosa form B (2ventral) .jpg, "
SEM-UBC HET-5838,Hemiptera/Veliidae/,"Microvelia hinei (3lateral)   SEM-UBC HET-5838.jpg, Microvelia hinei (2ventral)   SEM-UBC HET-5838.jpg, Microvelia hinei (1dorsal)   SEM-UBC HET-5838.jpg, "
SEM-UBC HET-5833,Hemiptera/Veliidae/,"Rhagovelia obesa (3lateral)   SEM-UBC HET-5833.jpg, Rhagovelia obesa (2ventral)   SEM-UBC HET-5833.jpg, Rhagovelia obesa (1dorsal)   SEM-UBC HET-5833.jpg, "
SEM-UBC HET-1371,Hemiptera/Veliidae/,"Microvelia americana (2ventral)   SEM-UBC HET-1371.jpg, Microvelia americana (3lateral)   SEM-UBC HET-1371.jpg, Microvelia americana (1dorsal)   SEM-UBC HET-1371.jpg, Microvelia americana (4front)   SEM-UBC HET-1371.jpg, "
SEM-UBC HET-1487,Hemiptera/Veliidae/,"Microvelia buenoi (3lateral).jpg, Microvelia buenoi (1dorsal).jpg, Microvelia buenoi (2ventral).jpg, "
SEM-UBC HET-1636,Hemiptera/Veliidae/,"Paravelia brachialis (1dorsal)   SEM-UBC HET-1636.jpg, Paravelia brachialis (3lateral)   SEM-UBC HET-1636.jpg, Paravelia brachialis (2ventral)   SEM-UBC HET-1636.jpg, "
SEM-UBC HET-1645,Hemiptera/Veliidae/,"Rhagovelia oriander (1dorsal)   SEM-UBC HET-1645.jpg, Rhagovelia oriander (3lateral)   SEM-UBC HET-1645.jpg, Rhagovelia oriander (2ventral)   SEM-UBC HET-1645.jpg, "
SEM-UBC HET-1637,Hemiptera/Veliidae/,"Paravelia stagnalis (1dorsal)   SEM-UBC HET-1637.jpg, Paravelia stagnalis (4front)   SEM-UBC HET-1637.jpg, Paravelia stagnalis (3lateral)   SEM-UBC HET-1637.jpg, Paravelia stagnalis (2ventral)   SEM-UBC HET-1637.jpg, "
SEM-UBC HET-5802,Hemiptera/Veliidae/,"Velia caprai (3lateral)   SEM-UBC HET-5802.jpg, Velia caprai (1dorsal)   SEM-UBC HET-5802.jpg, Velia caprai x3 (1dorsal)   SEM-UBC HET-5802.jpg, "
SEM-UBC HET-1635,Hemiptera/Veliidae/,"Microvelia pulchella (2ventral).jpg, Microvelia pulchella (1dorsal).jpg, Microvelia pulchella (3lateral).jpg, "
SEM-UBC HET-5850,Hemiptera/Veliidae/,"Rhagovelia knighti (2ventral)   SEM-UBC HET-5850.jpg, Rhagovelia knighti (4front)   SEM-UBC HET-5850.jpg, Rhagovelia knighti (3lateral)   SEM-UBC HET-5850.jpg, Rhagovelia knighti (1dorsal)   SEM-UBC HET-5850.jpg, "
SEM-UBC HET-0837,Hemiptera/Ochteridae/,"Ochterus banksi (2ventral) .jpg, Ochterus banksi (1dorsal) .jpg, Ochterus banksi (3lateral) .jpg, Ochterus banksi (4front) .jpg, "
SEM-UBC HOM-0078,Hemiptera/Clastopteridae/,"Clastoptera proteus form A (2ventral) .jpg, Clastoptera proteus form A (4front) .jpg, Clastoptera proteus form A (1dorsal) .jpg, Clastoptera proteus form A (3lateral) .jpg, "
SEM-UBC HOM-0074,Hemiptera/Clastopteridae/,"Clastoptera brunnea form B (3lateral) .jpg, Clastoptera brunnea form B (2ventral) .jpg, Clastoptera brunnea form B (1dorsal) .jpg, "
SEM-UBC HOM-0071,Hemiptera/Clastopteridae/,"Clastoptera atrapicata form A (2ventral) .jpg, Clastoptera atrapicata form A (4front) .jpg, Clastoptera atrapicata form A (1dorsal) .jpg, Clastoptera atrapicata form A (3lateral) .jpg, "
SEM-UBC HOM-0075,Hemiptera/Clastopteridae/,"Clastoptera doeringae (3lateral) .jpg, Clastoptera doeringae (1dorsal) .jpg, Clastoptera doeringae (2ventral) .jpg, "
SEM-UBC HOM-0077,Hemiptera/Clastopteridae/,"Clastoptera ovata (3lateral) .jpg, Clastoptera ovata (1dorsal) .jpg, Clastoptera ovata (2ventral) .jpg, "
SEM-UBC HOM-0079,Hemiptera/Clastopteridae/,"Clastoptera proteus form B (3lateral) .jpg, Clastoptera proteus form B (2ventral) .jpg, Clastoptera proteus form B (1dorsal) .jpg, "
SEM-UBC HOM-0072,Hemiptera/Clastopteridae/,"Clastoptera atrapicata form B (3lateral) .jpg, Clastoptera atrapicata form B (1dorsal) .jpg, Clastoptera atrapicata form B (2ventral) .jpg, "
SEM-UBC HOM-0073,Hemiptera/Clastopteridae/,"Clastoptera brunnea form A (2ventral) .jpg, Clastoptera brunnea form A (3lateral) .jpg, Clastoptera brunnea form A (1dorsal) .jpg, "
SEM-UBC HOM-0076,Hemiptera/Clastopteridae/,"Clastoptera obtusa (3lateral) .jpg, Clastoptera obtusa (2ventral) .jpg, Clastoptera obtusa (1dorsal) .jpg, "
SEM-UBC HOM-0080,Hemiptera/Clastopteridae/,"Clastoptera tricincta (2ventral) .jpg, Clastoptera tricincta (1dorsal) .jpg, Clastoptera tricincta (3lateral) .jpg, "
SEM-UBC LYG-0025,Hemiptera/Orsillidae/,"Nysius raphanus (1dorsal) .jpg, Nysius raphanus (3lateral) _0001.jpg, Nysius raphanus (2ventral) .jpg, "
SEM-UBC LYG-0027,Hemiptera/Orsillidae/,"Xyonysius californicus californicus (4front) _0001.jpg, Xyonysius californicus californicus (2ventral) .jpg, Xyonysius californicus californicus (3lateral) .jpg, Xyonysius californicus californicus (1dorsal) .jpg, "
SEM-UBC LYG-0024,Hemiptera/Orsillidae/,"Nysius paludicola (1dorsal) .jpg, Nysius paludicola (2ventral).jpg, Nysius paludicola (3lateral) .jpg, "
SEM-UBC LYG-0026,Hemiptera/Orsillidae/,"Nysius tenellus (1dorsal) .jpg, Nysius tenellus (3lateral) .jpg, Nysius tenellus (2ventral) .jpg, "
SEM-UBC LYG-0020,Hemiptera/Orsillidae/,"Neortholomus scolopax (1dorsal).jpg, Neortholomus scolopax (4front).jpg, Neortholomus scolopax (3lateral).jpg, Neortholomus scolopax (2ventral).jpg, "
SEM-UBC LYG-0021,Hemiptera/Orsillidae/,"Nysius angustatus (3lateral) .jpg, Nysius angustatus (1dorsal) .jpg, Nysius angustatus (4front) .jpg, Nysius angustatus (2ventral) .jpg, "
SEM-UBC LYG-0022,Hemiptera/Orsillidae/,"Nysius fuscovittatus (3lateral) .jpg, Nysius fuscovittatus (1dorsal) .jpg, Nysius fuscovittatus (2ventral) .jpg, Nysius fuscovittatus (4front) .jpg, "
SEM-UBC LYG-0023,Hemiptera/Orsillidae/,"Nysius niger (2ventral) .jpg, Nysius niger (3lateral) .jpg, Nysius niger (1dorsal) .jpg, "
SEM-UBC HET-0169,Hemiptera/Ceratocombidae/,"Ceratocombus vagans (3lateral).jpg, Ceratocombus vagans (2ventral).jpg, Ceratocombus vagans (1dorsal).jpg, "
SEM-UBC SAL-0388,Hemiptera/Saldidae/,"Saldula dispersa (3lateral).jpg, Saldula dispersa (1dorsal).jpg, Saldula dispersa (2ventral).jpg, "
SEM-UBC SAL-0030,Hemiptera/Saldidae/,"Ioscytus politus politus (3lateral).jpg, Ioscytus politus politus (2ventral).jpg, Ioscytus politus politus (1dorsal).jpg, "
SEM-UBC SAL-1603,Hemiptera/Saldidae/,"Saldula confluenta (1dorsal) SEM-UBC SAL-1603.jpg, Saldula confluenta (3lateral) SEM-UBC SAL-1603.jpg, Saldula confluenta (2ventral) SEM-UBC SAL-1603.jpg, "
SEM-UBC SAL-0203,Hemiptera/Saldidae/,"Pentacora ligata (2ventral) SEM-UBC SAL-0203.jpg, Pentacora ligata (3lateral) SEM-UBC SAL-0203.jpg, Pentacora ligata (1dorsal)  SEM-UBC SAL-0203.jpg, "
SEM-UBC SAL-1287,Hemiptera/Saldidae/,"Saldula pallipes complex form D (3lateral).jpg, Saldula pallipes complex form D (1dorsal).jpg, Saldula pallipes complex form D (2ventral).jpg, "
SEM-UBC SAL-1608,Hemiptera/Saldidae/,"Salda anthracina (3lateral) SEM-UBC SAL-1608.jpg, Salda anthracina (1dorsal)  SEM-UBC SAL-1608.jpg, Salda anthracina (2ventral) SEM-UBC SAL-1608.jpg, "
SEM-UBC SAL-0068,Hemiptera/Saldidae/,"Lampracanthia crassicornis (2ventral).jpg, Lampracanthia crassicornis (1dorsal).jpg, Lampracanthia crassicornis (3lateral).jpg, "
SEM-UBC SAL-0205,Hemiptera/Saldidae/,"Pentacora signoreti (1dorsal) SEM-UBC SAL-0205.jpg, Pentacora signoreti (3lateral)  SEM-UBC SAL-0205.jpg, Pentacora signoreti (2ventral) SEM-UBC SAL-0205.jpg, "
SEM-UBC SAL-0354,Hemiptera/Saldidae/,"Saldula ablusa (3lateral) SEM-UBC SAL-0354.jpg, Saldula ablusa (1dorsal)  SEM-UBC SAL-0354.jpg, Saldula ablusa (2ventral) SEM-UBC SAL-0354.jpg, "
SEM-UBC SAL-0262,Hemiptera/Saldidae/,"Salda lugubris (3lateral).jpg, Salda lugubris (1dorsal).jpg, Salda lugubris (2ventral).jpg, "
SEM-UBC SAL-1476,Hemiptera/Saldidae/,"Teloleuca bifasciata (1dorsal).jpg, Teloleuca bifasciata (3lateral).jpg, Teloleuca bifasciata (2ventral).jpg, "
SEM-UBC SAL-1122,Hemiptera/Saldidae/,"Saldula pallipes complex form C (3lateral).jpg, Saldula pallipes complex form C (1dorsal).jpg, Saldula pallipes complex form C (2ventral).jpg, "
SEM-UBC SAL-0282,Hemiptera/Saldidae/,"Salda obscura (1dorsal).jpg, Salda obscura (3lateral).jpg, Salda obscura (2ventral).jpg, "
SEM-UBC SAL-0334,Hemiptera/Saldidae/,"Salda provancheri (1dorsal).jpg, Salda provancheri (2ventral).jpg, Salda provancheri (3lateral).jpg, "
SEM-UBC SAL-0738,Hemiptera/Saldidae/,"Saldula nigrita (3lateral).jpg, Saldula nigrita (1dorsal).jpg, Saldula nigrita (2ventral).jpg, "
SEM-UBC SAL-0958,Hemiptera/Saldidae/,"Saldula pallipes complex form B (3lateral).jpg, Saldula pallipes complex form B (2ventral).jpg, Saldula pallipes complex form B (1dorsal).jpg, "
SEM-UBC SAL-0131,Hemiptera/Saldidae/,"Micracanthia bergrothi (1dorsal).jpg, Micracanthia bergrothi (2ventral).jpg, Micracanthia bergrothi (3lateral).jpg, "
SEM-UBC SAL-0792,Hemiptera/Saldidae/,"Saldula orbiculata (1dorsal).jpg, Saldula orbiculata (2ventral).jpg, Saldula orbiculata (3lateral).jpg, "
SEM-UBC SAL-0379,Hemiptera/Saldidae/,"Saldula comatula (2ventral).jpg, Saldula comatula (3lateral).jpg, Saldula comatula (1dorsal).jpg, "
SEM-UBC SAL-0355,Hemiptera/Saldidae/,"Saldula bouchervillei (1dorsal).jpg, Saldula bouchervillei (2ventral).jpg, Saldula bouchervillei (3lateral).jpg, "
SEM-UBC SAL-0142,Hemiptera/Saldidae/,"Micracanthia humilis (1dorsal).jpg, Micracanthia humilis (3lateral).jpg, Micracanthia humilis (2ventral).jpg, "
SEM-UBC SAL-0212,Hemiptera/Saldidae/,"Salda buenoi (1dorsal).jpg, Salda buenoi (3lateral).jpg, Salda buenoi (2ventral).jpg, "
SEM-UBC SAL-0438,Hemiptera/Saldidae/,"Saldula laticollis (2ventral).jpg, Saldula laticollis (3lateral).jpg, Saldula laticollis (1dorsal).jpg, "
SEM-UBC SAL-0002,Hemiptera/Saldidae/,"Calacanthia trybomi (3lateral).jpg, Calacanthia trybomi (1dorsal).jpg, Calacanthia trybomi (2ventral).jpg, "
SEM-UBC SAL-0105,Hemiptera/Saldidae/,"Macrosaldula monae (2ventral).jpg, Macrosaldula monae (3lateral).jpg, Macrosaldula monae (1dorsal).jpg, "
SEM-UBC SAL-0028,Hemiptera/Saldidae/,"Chiloxanthus stellatus (3lateral).jpg, Chiloxanthus stellatus (2ventral).jpg, Chiloxanthus stellatus (1dorsal).jpg, "
SEM-UBC SAL-0185,Hemiptera/Saldidae/,"Micracanthia quadrimaculata (1dorsal).jpg, Micracanthia quadrimaculata (2ventral).jpg, Micracanthia quadrimaculata (3lateral).jpg, "
SEM-UBC SAL-0796,Hemiptera/Saldidae/,"Saldula pallipes dimidiata (2ventral).jpg, Saldula pallipes dimidiata (1dorsal).jpg, Saldula pallipes dimidiata (3lateral).jpg, "
SEM-UBC SAL-0132,Hemiptera/Saldidae/,"Micracanthia fennica (3lateral).jpg, Micracanthia fennica (1dorsal).jpg, Micracanthia fennica (2ventral).jpg, "
SEM-UBC SAL-0402,Hemiptera/Saldidae/,"Saldula explanata (2ventral).jpg, Saldula explanata (1dorsal).jpg, Saldula explanata (3lateral).jpg, "
SEM-UBC SAL-0790,Hemiptera/Saldidae/,"Saldula opiparia (3lateral).jpg, Saldula opiparia (1dorsal).jpg, Saldula opiparia (2ventral).jpg, "
SEM-UBC SAL-0266,Hemiptera/Saldidae/,"Salda sp. near alta (2ventral).jpg, Salda sp. near alta (1dorsal).jpg, Salda sp. near alta (3lateral).jpg, "
SEM-UBC SAL-0748,Hemiptera/Saldidae/,"Saldula opacula (2ventral).jpg, Saldula opacula (1dorsal).jpg, Saldula opacula (3lateral).jpg, "
SEM-UBC SAL-0248,Hemiptera/Saldidae/,"Salda littoralis (3lateral).jpg, Salda littoralis (1dorsal).jpg, Salda littoralis (2ventral).jpg, "
SEM-UBC SAL-0915,Hemiptera/Saldidae/,"Saldula pallipes complex form A (3lateral).jpg, Saldula pallipes complex form A (1dorsal).jpg, Saldula pallipes complex form A (2ventral).jpg, "
SEM-UBC SAL-1432,Hemiptera/Saldidae/,"Saldula saltatoria (3lateral).jpg, Saldula saltatoria (1dorsal).jpg, Saldula saltatoria (2ventral).jpg, "
SEM-UBC SAL-1585,Hemiptera/Saldidae/,"Teloleuca pellucens (2ventral).jpg, Teloleuca pellucens (1dorsal).jpg, Teloleuca pellucens (3lateral).jpg, "
SEM-UBC SAL-0385,Hemiptera/Saldidae/,"Saldula coxalis complex (2ventral) SEM-UBC SAL-0385.jpg, Saldula coxalis complex (1dorsal) SEM-UBC SAL-0385.jpg, Saldula coxalis complex (3lateral) SEM-UBC SAL-0385.jpg, "
SEM-UBC HET-0600,Hemiptera/Hydrometridae/,"Hydrometra martini (1dorsal).jpg, Hydrometra martini (3lateral).jpg, Hydrometra martini (2ventral).jpg, "
SEM-UBC HET-0615,Hemiptera/Hydrometridae/,"Hydrometra wileyi Paratype (3lateral)   SEM-UBC HET-0615.jpg, Hydrometra wileyi Paratype (1dorsal)   SEM-UBC HET-0615.jpg, Hydrometra wileyi Paratype (2ventral)   SEM-UBC HET-0615.jpg, "
SEM-UBC HET-0720,Hemiptera/Mesoveliidae/,"Mesovelia mulsanti (1dorsal).jpg, Mesovelia mulsanti (2ventral).jpg, Mesovelia mulsanti (3lateral).jpg, "
SEM-UBC HOM-0094,Hemiptera/Liviidae/,"Livia caricis (3lateral) .jpg, Livia caricis (4front) .jpg, Livia caricis (2ventral) .jpg, Livia caricis (1dorsal) .jpg, "
SEM-UBC HET-0087,Hemiptera/Belostomatidae/,"Belostoma flumineum (2ventral).jpg, Belostoma flumineum (1dorsal).jpg, Belostoma flumineum (3lateral).jpg, "
SEM-UBC HET-0081,Hemiptera/Belostomatidae/,"Belostoma bakeri (1dorsal)    SEM-UBC HET-0081.jpg, Belostoma bakeri (3lateral)   SEM-UBC HET-0081.jpg, Belostoma bakeri (2ventral)   SEM-UBC HET-0081.jpg, "
SEM-UBC HET-0079,Hemiptera/Belostomatidae/,"Abedus macronyx form B (1dorsal)   SEM-UBC HET-0079.jpg, Abedus macronyx form B (4front)   SEM-UBC HET-0079.jpg, Abedus macronyx form B (3lateral)   SEM-UBC HET-0079.jpg, Abedus macronyx form B (2ventral)   SEM-UBC HET-0079.jpg, "
SEM-UBC HET-0118 ,Hemiptera/Belostomatidae/,"Lethocerus americanus (2ventral).jpg, "
SEM-UBC HET-0078,Hemiptera/Belostomatidae/,"Abedus macronyx form A (1dorsal)   SEM-UBC HET-0078.jpg, Abedus macronyx form A (2ventral)   SEM-UBC HET-0078.jpg, Abedus macronyx form A (3lateral)   SEM-UBC HET-0078.jpg, "
SEM-UBC HET-0118,Hemiptera/Belostomatidae/,"Lethocerus americanus (3lateral).jpg, Lethocerus americanus (1dorsal).jpg, "
SEM-UBC HET-0103,Hemiptera/Belostomatidae/,"Belostoma lutarium (3lateral)   SEM-UBC HET-0103.jpg, Belostoma lutarium (1dorsal)   SEM-UBC HET-0103.jpg, Belostoma lutarium (2ventral)   SEM-UBC HET-0103.jpg, "
SEM-UBC HET-0102,Hemiptera/Belostomatidae/,"Belostoma indicum (1dorsal)   SEM-UBC HET-0102.jpg, Belostoma indicum (2ventral)   SEM-UBC HET-0102.jpg, "
SEM-UBC HET-5472,Hemiptera/Scutelleridae/,"Phimodera binotata (2ventral).jpg, Phimodera binotata (3lateral).jpg, Phimodera binotata (1dorsal).jpg, "
SEM-UBC HET-4972,Hemiptera/Scutelleridae/,"Homaemus aeneifrons consors (3lateral).jpg, Homaemus aeneifrons consors (2ventral).jpg, Homaemus aeneifrons consors (1dorsal).jpg, "
SEM-UBC HET-5553,Hemiptera/Scutelleridae/,"Vanduzeeina balli (3lateral).jpg, Vanduzeeina balli (1dorsal).jpg, Vanduzeeina balli (2ventral).jpg, "
SEM-UBC HET-4953,Hemiptera/Scutelleridae/,"Homaemus aeneifrons aeneifrons form D (2ventral) SEM-UBC HET-4953.jpg, Homaemus aeneifrons aeneifrons form D (1dorsal) SEM-UBC HET-4953.jpg, Homaemus aeneifrons aeneifrons form D (3lateral) SEM-UBC HET-4953.jpg, "
SEM-UBC HET-6254,Hemiptera/Scutelleridae/,"Euptychodera corrugata (4front).jpg, Euptychodera corrugata (2ventral).jpg, Euptychodera corrugata (3lateral).jpg, Euptychodera corrugata (1dorsal).jpg, "
SEM-UBC HET-4950,Hemiptera/Scutelleridae/,"Homaemus aeneifrons aeneifrons form B (3lateral) SEM-UBC HET-4950.jpg, Homaemus aeneifrons aeneifrons form B (1dorsal) SEM-UBC HET-4950.jpg, Homaemus aeneifrons aeneifrons form B (2ventral) SEM-UBC HET-4950.jpg, "
SEM-UBC HET-4955,Hemiptera/Scutelleridae/,"Homaemus aeneifrons aeneifrons form C (1dorsal) SEM-UBC HET-4955.jpg, Homaemus aeneifrons aeneifrons form C (2ventral) SEM-UBC HET-4955.jpg, Homaemus aeneifrons aeneifrons form C (3lateral) SEM-UBC HET-4955.jpg, "
SEM-UBC HET-5464,Hemiptera/Scutelleridae/,"Homaemus bijugis (2ventral).jpg, Homaemus bijugis (1dorsal).jpg, Homaemus bijugis (3lateral).jpg, "
SEM-UBC HET-4716,Hemiptera/Scutelleridae/,"Eurygaster alternata (2ventral).jpg, Eurygaster alternata (3lateral).jpg, Eurygaster alternata (1dorsal).jpg, "
SEM-UBC HET-5467,Hemiptera/Scutelleridae/,"Homaemus parvulus (3lateral).jpg, Homaemus parvulus (1dorsal).jpg, Homaemus parvulus (2ventral).jpg, "
SEM-UBC HET-5894,Hemiptera/Scutelleridae/,"Homaemus aeneifrons aeneifrons form A (1dorsal) SEM-UBC HET-5894.jpg, Homaemus aeneifrons aeneifrons form A (2ventral) SEM-UBC HET-5894.jpg, "
SEM-UBC HET-5557,Hemiptera/Scutelleridae/,"Vanduzeeina borealis (3lateral).jpg, Vanduzeeina borealis (1dorsal).jpg, Vanduzeeina borealis (2ventral).jpg, "
SEM-UBC HET-1174,Hemiptera/Naucoridae/,"Pelocoris femoratus Form A (2ventral) .jpg, Pelocoris femoratus Form A (1dorsal) .jpg, Pelocoris femoratus Form A (4front) .jpg, Pelocoris femoratus Form A (3lateral) .jpg, "
SEM-UBC HET-1177,Hemiptera/Naucoridae/,"Pelocoris femoratus Form B (3lateral) .jpg, Pelocoris femoratus Form B (1dorsal) .jpg, Pelocoris femoratus Form B (2ventral) .jpg, "
SEM-UBC HOM-0065,Hemiptera/Cixiidae/,"Oliarus dondonius male (3lateral) .jpg, Oliarus dondonius male (1dorsal) .jpg, Oliarus dondonius male (2ventral) .jpg, "
SEM-UBC HOM-0060,Hemiptera/Cixiidae/,"Oecleus venosus (1dorsal) .jpg, Oecleus venosus (3lateral) .jpg, Oecleus venosus (4front) .jpg, Oecleus venosus (2ventral) .jpg, "
SEM-UBC HOM-0059,Hemiptera/Cixiidae/,"Oecleus decens (1dorsal) .jpg, Oecleus decens (3lateral) .jpg, Oecleus decens (2ventral) .jpg, "
SEM-UBC HOM-0062,Hemiptera/Cixiidae/,"Oliarus beirnei female (2ventral) .jpg, Oliarus beirnei female (1dorsal) .jpg, Oliarus beirnei female (3lateral) .jpg, "
SEM-UBC HOM-0064,Hemiptera/Cixiidae/,"Oliarus dondonius female (4front) .jpg, Oliarus dondonius female (2ventral) .jpg, Oliarus dondonius female (1dorsal) .jpg, Oliarus dondonius female (3lateral) .jpg, "
SEM-UBC HOM-0056,Hemiptera/Cixiidae/,"Cixius cultus (3lateral) .jpg, Cixius cultus (2ventral) .jpg, Cixius cultus (1dorsal) .jpg, "
SEM-UBC HOM-0055,Hemiptera/Cixiidae/,"Cixius basalis (3lateral) .jpg, Cixius basalis (4front) .jpg, Cixius basalis (1dorsal) .jpg, Cixius basalis (2ventral) .jpg, "
SEM-UBC HOM-0068,Hemiptera/Cixiidae/,"Oliarus vicarius (2ventral) .jpg, Oliarus vicarius (1dorsal) .jpg, Oliarus vicarius (3lateral) .jpg, "
SEM-UBC HOM-0063,Hemiptera/Cixiidae/,"Oliarus cultus (1dorsal) .jpg, Oliarus cultus (2ventral) .jpg, Oliarus cultus (3lateral) .jpg, "
SEM-UBC HOM-0067,Hemiptera/Cixiidae/,"Oliarus sablensis (2ventral) .jpg, Oliarus sablensis (1dorsal) .jpg, Oliarus sablensis (3lateral) .jpg, "
SEM-UBC HOM-0061,Hemiptera/Cixiidae/,"Oliarus basilis (3lateral) .jpg, Oliarus basilis (1dorsal) .jpg, Oliarus basilis (2ventral) .jpg, "
