SEM #,Path To Images,Filenames
SEM-UBC HYM-5013,Hymenoptera/Ichneumonidae/Acaenitinae/,"Coleocentrus occidentalis occidentalis male (1dorsal) .jpg, Coleocentrus occidentalis occidentalis male (2ventral) .jpg, Coleocentrus occidentalis occidentalis male (3lateral) .jpg, Coleocentrus occidentalis occidentalis male (4front) .jpg, "
SEM-UBC HYM-5014,Hymenoptera/Ichneumonidae/Acaenitinae/,"Coleocentrus occidentalis occidentalis female (1dorsal) .jpg, Coleocentrus occidentalis occidentalis female (3lateral) .jpg, Coleocentrus occidentalis occidentalis female (2ventral) .jpg, "
SEM-UBC HYM-5205,Hymenoptera/Ichneumonidae/Ophioninae/,"Enicospilus sp female (4front) .jpg, Enicospilus sp female (2ventral) .jpg, Enicospilus sp female (1dorsal) .jpg, Enicospilus sp female (3lateral) .jpg, "
SEM-UBC HYM-5206,Hymenoptera/Ichneumonidae/Tryphoninae/,"Ophion sp female (4front) .jpg, Ophion sp female (3lateral) .jpg, Ophion sp female (2ventral) .jpg, Ophion sp female (1dorsal) .jpg, Phytodietus fumiferanae male (4front) .jpg, "
SEM-UBC HYM-5194,Hymenoptera/Ichneumonidae/Mesochorinae/,"Mesochorus sp (4front) .jpg, Mesochorus sp (2ventral) .jpg, Mesochorus sp (3lateral) .jpg, Mesochorus sp (1dorsal) .jpg, "
SEM-UBC HYM-5193,Hymenoptera/Ichneumonidae/Mesochorinae/,"Cidaphus sp (2ventral) .jpg, Cidaphus sp (3lateral) .jpg, Cidaphus sp (1dorsal) .jpg, Cidaphus sp (4front) .jpg, "
SEM-UBC HYM-5252,Hymenoptera/Ichneumonidae/Tersilochinae/,"Tersilochini sp form A (3lateral) .jpg, Tersilochini sp form A (2ventral)  .jpg, Tersilochini sp form A (1dorsal) .jpg, Tersilochini sp form A (4front) .jpg, "
SEM-UBC HYM-5253,Hymenoptera/Ichneumonidae/Tersilochinae/,"Tersilochini sp form B (2ventral) .jpg, Tersilochini sp form B (3lateral) .jpg, Tersilochini sp form B (1dorsal) .jpg, "
SEM-UBC HYM-5282,Hymenoptera/Ichneumonidae/Xoridinae/,"Xorides insularis female (1dorsal) .jpg, Xorides insularis female (2ventral) .jpg, Xorides insularis female (3lateral) .jpg, "
SEM-UBC HYM-5276,Hymenoptera/Ichneumonidae/Xoridinae/,"Odontocolon sp form B female (1dorsal) .jpg, Odontocolon sp form B female (3lateral) .jpg, Odontocolon sp form B female (2ventral) .jpg, "
SEM-UBC HYM-5281,Hymenoptera/Ichneumonidae/Xoridinae/,"Xorides insularis male (4front) .jpg, Xorides insularis male (2ventral) .jpg, Xorides insularis male (1dorsal) .jpg, Xorides insularis male (3lateral) .jpg, "
SEM-UBC HYM-5273,Hymenoptera/Ichneumonidae/Xoridinae/,"Odontocolon polymorphum male (4front) .jpg, Odontocolon polymorphum male (2ventral) .jpg, Odontocolon polymorphum male (1dorsal) .jpg, Odontocolon polymorphum male (3lateral) .jpg, "
SEM-UBC HYM-5278,Hymenoptera/Ichneumonidae/Xoridinae/,"Xorides cincticornis male (1dorsal) .jpg, Xorides cincticornis male (2ventral) .jpg, Xorides cincticornis male (3lateral) .jpg, "
SEM-UBC HYM-5277,Hymenoptera/Ichneumonidae/Xoridinae/,"Xorides californicus female (3lateral) merged.jpg, Xorides californicus female (1dorsal) merged.jpg, Xorides californicus female (2ventral) .jpg, "
SEM-UBC HYM-5280,Hymenoptera/Ichneumonidae/Xoridinae/,"Xorides frigidus female (3lateral) .jpg, Xorides frigidus female (2ventral) .jpg, Xorides frigidus female (1dorsal) .jpg, "
SEM-UBC HYM-5553,Hymenoptera/Ichneumonidae/Xoridinae/,"Xorides cincticornis female (2ventral) .jpg, Xorides cincticornis female (1dorsal) .jpg, Xorides cincticornis female (3lateral) .jpg, "
SEM-UBC HYM-5275,Hymenoptera/Ichneumonidae/Xoridinae/,"Odontocolon sp form A male (3lateral) .jpg, Odontocolon sp form A male (1dorsal) .jpg, Odontocolon sp form A male (2ventral) .jpg, "
SEM-UBC HYM-5274,Hymenoptera/Ichneumonidae/Xoridinae/,"Odontocolon polymorphum female (2ventral) .jpg, Odontocolon polymorphum female (3lateral) .jpg, Odontocolon polymorphum female (1dorsal) .jpg, "
SEM-UBC HYM-5211,Hymenoptera/Ichneumonidae/Oxytorinae/,"Helictes sp (1dorsal) .jpg, Helictes sp (2ventral) .jpg, Helictes sp (3lateral) .jpg, Helictes sp (4front) .jpg, "
SEM-UBC HYM-5266,Hymenoptera/Ichneumonidae/Tryphoninae/,"Phytodietus fumiferanae male (1dorsal) .jpg, Phytodietus fumiferanae male (3lateral) with pupal case.jpg, Phytodietus fumiferanae male (2ventral) .jpg, "
SEM-UBC HYM-5258,Hymenoptera/Ichneumonidae/Tryphoninae/,"Exyston chamaeleon (2ventral) .jpg, Exyston chamaeleon (4front) .jpg, Exyston chamaeleon (1dorsal) .jpg, Exyston chamaeleon (3lateral) .jpg, "
SEM-UBC HYM-5552,Hymenoptera/Ichneumonidae/Tryphoninae/,"Tryphonini sp form B (3lateral) .jpg, Tryphonini sp form B (2ventral) .jpg, Tryphonini sp form B (1dorsal) .jpg, "
SEM-UBC HYM-5254,Hymenoptera/Ichneumonidae/Tryphoninae/,"Eclytus sp (4front) .jpg, Eclytus sp (2ventral) .jpg, Eclytus sp (3lateral) .jpg, Eclytus sp (1dorsal) .jpg, "
SEM-UBC HYM-5257,Hymenoptera/Ichneumonidae/Tryphoninae/,"Exenterus abruptorius (3lateral) .jpg, Exenterus abruptorius (1dorsal) .jpg, Exenterus abruptorius (2ventral) .jpg, "
SEM-UBC HYM-5265,Hymenoptera/Ichneumonidae/Tryphoninae/,"Monoblastus kaniacensis female (1dorsal) .jpg, Monoblastus kaniacensis female (3lateral) .jpg, Monoblastus kaniacensis female (2ventral) .jpg, Monoblastus kaniacensis female (4front) .jpg, "
SEM-UBC HYM-5269,Hymenoptera/Ichneumonidae/Tryphoninae/,"Tryphon communis (1dorsal) .jpg, Tryphon communis (3lateral) .jpg, Tryphon communis (4front) .jpg, Tryphon communis (2ventral) .jpg, "
SEM-UBC HYM-5272,Hymenoptera/Ichneumonidae/Tryphoninae/,"Tryphonini sp form A (4front) .jpg, Tryphonini sp form A (2ventral) .jpg, Tryphonini sp form A (3lateral) .jpg, Tryphonini sp form A (1dorsal) .jpg, "
SEM-UBC HYM-5259,Hymenoptera/Ichneumonidae/Tryphoninae/,"Exyston maculosum (2ventral) .jpg, Exyston maculosum (1dorsal) .jpg, Exyston maculosum (3lateral) .jpg, "
SEM-UBC HYM-5264,Hymenoptera/Ichneumonidae/Tryphoninae/,"Netelia pardalis (3lateral) .jpg, Netelia pardalis (1dorsal) .jpg, Netelia pardalis (2ventral) .jpg, "
SEM-UBC HYM-5270,Hymenoptera/Ichneumonidae/Tryphoninae/,"Tryphon foraminatus (1dorsal) .jpg, Tryphon foraminatus (3lateral) .jpg, Tryphon foraminatus (2ventral) .jpg, "
SEM-UBC HYM-5263,Hymenoptera/Ichneumonidae/Tryphoninae/,"Netelia deceptor (3lateral) .jpg, Netelia deceptor (2ventral) .jpg, Netelia deceptor (1dorsal) .jpg, "
SEM-UBC HYM-5262,Hymenoptera/Ichneumonidae/Tryphoninae/,"Netelia californica (3lateral) .jpg, Netelia californica (4front) .jpg, Netelia californica (2ventral) .jpg, Netelia californica (1dorsal) .jpg, "
SEM-UBC HYM-5256,Hymenoptera/Ichneumonidae/Tryphoninae/,"Excavarus velox male (4front) .jpg, Excavarus velox male (3lateral) .jpg, Excavarus velox male (1dorsal) .jpg, Excavarus velox male (2ventral) .jpg, "
SEM-UBC HYM-5268,Hymenoptera/Ichneumonidae/Tryphoninae/,"Polyblastus pedalis (3lateral) .jpg, Polyblastus pedalis (2ventral) .jpg, Polyblastus pedalis (1dorsal)  .jpg, Polyblastus pedalis (4front) .jpg, "
SEM-UBC HYM-5271,Hymenoptera/Ichneumonidae/Tryphoninae/,"Tryphon seminiger (1dorsal) .jpg, Tryphon seminiger (2ventral) .jpg, Tryphon seminiger (3lateral) .jpg, "
SEM-UBC HYM-5267,Hymenoptera/Ichneumonidae/Tryphoninae/,"Phytodietus fumiferanae female (3lateral) with pupal case.jpg, Phytodietus fumiferanae female (1dorsal) .jpg, Phytodietus fumiferanae female (2ventral) .jpg, "
SEM-UBC HYM-5261,Hymenoptera/Ichneumonidae/Tryphoninae/,"Netelia brevicornis suturalis Paratype (3lateral) .jpg, Netelia brevicornis suturalis Paratype (2ventral) .jpg, Netelia brevicornis suturalis Paratype (1dorsal) .jpg, "
SEM-UBC HYM-5255,Hymenoptera/Ichneumonidae/Tryphoninae/,"Eridolius sp (3lateral) .jpg, Eridolius sp (2ventral) .jpg, Eridolius sp (1dorsal) .jpg, Eridolius sp (4front) .jpg, "
SEM-UBC HYM-5260,Hymenoptera/Ichneumonidae/Tryphoninae/,"Netelia barberi (3lateral) .jpg, "
SEM-UBC HYM-5243,Hymenoptera/Ichneumonidae/Poemeniinae/,"Poemenia thoracica female (3lateral) .jpg, Poemenia thoracica female (1dorsal) .jpg, Poemenia thoracica female (4front) .jpg, Poemenia thoracica female (2ventral) .jpg, "
SEM-UBC HYM-5242,Hymenoptera/Ichneumonidae/Poemeniinae/,"Neoxorides borealis female (3lateral) .jpg, Neoxorides borealis female (1dorsal) .jpg, Neoxorides borealis female (2ventral) .jpg, "
SEM-UBC HYM-5241,Hymenoptera/Ichneumonidae/Poemeniinae/,"Neoxorides borealis male (3lateral) .jpg, Neoxorides borealis male (1dorsal) .jpg, Neoxorides borealis male (4front) .jpg, Neoxorides borealis male (2ventral) .jpg, "
SEM-UBC HYM-5136,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Conocalama occidentalis male (1dorsal) .jpg, Conocalama occidentalis male (4front) .jpg, Conocalama occidentalis male (2ventral) .jpg, Conocalama occidentalis male (3lateral) .jpg, "
SEM-UBC HYM-5166,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Obtusodonta obscuricolor female (4front) .jpg, Obtusodonta obscuricolor female (1dorsal) .jpg, Obtusodonta obscuricolor female (3lateral) .jpg, Obtusodonta obscuricolor female (2ventral) .jpg, "
SEM-UBC HYM-5164,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Melanichneumon sp form A (2ventral) .jpg, Melanichneumon sp form A (1dorsal) .jpg, Melanichneumon sp form A (3lateral) .jpg, "
SEM-UBC HYM-5173,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Protichneumon effigies male (2ventral) .jpg, Protichneumon effigies male (1dorsal)  .jpg, Protichneumon effigies male (4front) .jpg, Protichneumon effigies male (3lateral) .jpg, "
SEM-UBC HYM-5127,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Ichneumonini sp form A (2ventral) .jpg, Ichneumonini sp form A (1dorsal) .jpg, "
SEM-UBC HYM-5129,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Ichneumonini sp form C (1dorsal) .jpg, Ichneumonini sp form C (3lateral) .jpg, Ichneumonini sp form C (2ventral) .jpg, "
SEM-UBC HYM-5151,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Diphyus sp form B female (3lateral) .jpg, Diphyus sp form B female (1dorsal) .jpg, Diphyus sp form B female (2ventral) .jpg, "
SEM-UBC HYM-5165,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Melanichneumon sp form B male (4front) .jpg, Melanichneumon sp form B male (1dorsal) .jpg, Melanichneumon sp form B male (3lateral) .jpg, Melanichneumon sp form B male (2ventral) .jpg, "
SEM-UBC HYM-5170,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Phaeogenes sp form C (3lateral) .jpg, Phaeogenes sp form C (1dorsal) .jpg, Phaeogenes sp form C (2ventral) .jpg, "
SEM-UBC HYM-5176,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Protichneumon grandis male (1dorsal) .jpg, Protichneumon grandis male (3lateral) .jpg, Protichneumon grandis male (2ventral) .jpg, "
SEM-UBC HYM-5137,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Conocalama occidentalis female (1dorsal) .jpg, Conocalama occidentalis female (2ventral) .jpg, Conocalama occidentalis female (3lateral) .jpg, "
SEM-UBC HYM-5180,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Spilichneumon nubivagus male (3lateral) .jpg, Spilichneumon nubivagus male (4front) .jpg, Spilichneumon nubivagus male (1dorsal) .jpg, Spilichneumon nubivagus male (2ventral) .jpg, "
SEM-UBC HYM-5162,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Ichneumon sp form F male (2ventral) .jpg, Ichneumon sp form F male (4front) .jpg, Ichneumon sp form F male (1dorsal) .jpg, Ichneumon sp form F male (3lateral) .jpg, "
SEM-UBC HYM-5154,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Ichneumon eximius male (3lateral) .jpg, Ichneumon eximius male (4front) .jpg, Ichneumon eximius male (1dorsal) .jpg, Ichneumon eximius male (2ventral) .jpg, "
SEM-UBC HYM-5135,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Coelichneumon sp female (1dorsal)  .jpg, Coelichneumon sp female (2ventral) .jpg, Coelichneumon sp female (3lateral) .jpg, "
SEM-UBC HYM-5187,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Tricholabus foxleei form A (1dorsal) .jpg, Tricholabus foxleei form A (2ventral) .jpg, Tricholabus foxleei form A (3lateral) .jpg, Tricholabus foxleei form A (4front) .jpg, "
SEM-UBC HYM-5179,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Ichneumon laetus male (3lateral) .jpg, Ichneumon laetus male (1dorsal) .jpg, Ichneumon laetus male (2ventral) .jpg, "
SEM-UBC HYM-5145,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Diadromus subtilicornis male (3lateral) .jpg, Diadromus subtilicornis male (1dorsal) .jpg, Diadromus subtilicornis male (2ventral) .jpg, "
SEM-UBC HYM-5148,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Diphyus ormenus male (2ventral) .jpg, Diphyus ormenus male (1dorsal) .jpg, Diphyus ormenus male (3lateral) .jpg, "
SEM-UBC HYM-5152,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Diphyus sp form C male (3lateral) .jpg, Diphyus sp form C male (1dorsal) .jpg, Diphyus sp form C male (2ventral) .jpg, "
SEM-UBC HYM-5134,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Coelichneumon sp male (2ventral) .jpg, Coelichneumon sp male (1dorsal) .jpg, Coelichneumon sp male (4front) .jpg, Coelichneumon sp male (3lateral) .jpg, "
SEM-UBC HYM-5130,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Ichneumonini sp form D (1dorsal) .jpg, Ichneumonini sp form D (3lateral) .jpg, Ichneumonini sp form D (2ventral) .jpg, "
SEM-UBC HYM-5159,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Ichneumon sp form C male (2ventral) .jpg, Ichneumon sp form C male (1dorsal) .jpg, Ichneumon sp form C male (3lateral) .jpg, "
SEM-UBC HYM-5141,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Cratichneumon sp male (1dorsal) .jpg, Cratichneumon sp male (4front) .jpg, Cratichneumon sp male (3lateral) .jpg, Cratichneumon sp male (2ventral) .jpg, "
SEM-UBC HYM-5142,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Ctenichneumon excultus male (3lateral) .jpg, Ctenichneumon excultus male (4front) .jpg, Ctenichneumon excultus male (1dorsal) .jpg, Ctenichneumon excultus male (2ventral) .jpg, "
SEM-UBC HYM-5183,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Stenichneumon pallidipennis male (1dorsal) .jpg, Stenichneumon pallidipennis male (2ventral) .jpg, Stenichneumon pallidipennis male (4front) .jpg, Stenichneumon pallidipennis male (3lateral) .jpg, "
SEM-UBC HYM-5168,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Cratichneumon sp form A (4front) .jpg, Cratichneumon sp form A (1dorsal) .jpg, Cratichneumon sp form A (2ventral) .jpg, Cratichneumon sp form A (3lateral) .jpg, "
SEM-UBC HYM-5139,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Cratichneumon vescus (1dorsal) .jpg, Cratichneumon vescus (2ventral) .jpg, Cratichneumon vescus (3lateral) .jpg, "
SEM-UBC HYM-5133,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Barichneumon sp (3lateral) .jpg, Barichneumon sp (4front) .jpg, Barichneumon sp (2ventral) .jpg, Barichneumon sp (1dorsal) .jpg, "
SEM-UBC HYM-5184,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Stenichneumon salvus female (3lateral) .jpg, Stenichneumon salvus female (1dorsal) .jpg, Stenichneumon salvus female (2ventral) .jpg, "
SEM-UBC HYM-5128,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Ichneumonini sp form B (4front) .jpg, Ichneumonini sp form B (1dorsal) .jpg, Ichneumonini sp form B (3lateral) .jpg, Ichneumonini sp form B (2ventral) .jpg, "
SEM-UBC HYM-5171,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Platylabus foxleei (3lateral) .jpg, Platylabus foxleei (4front) .jpg, Platylabus foxleei (1dorsal) .jpg, Platylabus foxleei (2ventral) .jpg, "
SEM-UBC HYM-5149,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Diphyus robustus (3lateral) .jpg, Diphyus robustus (1dorsal) .jpg, Diphyus robustus (2ventral) .jpg, "
SEM-UBC AYM-5138,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Cratichneumon ashmeadi male (4front) .jpg, "
SEM-UBC HYM-5189,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Trogus edwardsii (3lateral) .jpg, Trogus edwardsii (4front) .jpg, Trogus edwardsii (1dorsal) .jpg, Trogus edwardsii (2ventral) .jpg, "
SEM-UBC HYM-5144,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Ctenichneumon sp female (3lateral) .jpg, Ctenichneumon sp female (1dorsal) .jpg, Ctenichneumon sp female (2ventral) .jpg, "
SEM-UBC HYM-5155,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Ichneumon orpheus male (1dorsal) .jpg, Ichneumon orpheus male (2ventral) .jpg, Ichneumon orpheus male (3lateral) .jpg, "
SEM-UBC HYM-5167,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Patrocloides montanus female (3lateral) .jpg, Patrocloides montanus female (1dorsal) .jpg, Patrocloides montanus female (2ventral) .jpg, Patrocloides montanus female (4front) .jpg, "
SEM-UBC HYM-5188,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Tricholabus foxleei form B (3lateral) .jpg, Tricholabus foxleei form B (1dorsal) .jpg, Tricholabus foxleei form B (2ventral) .jpg, "
SEM-UBC HYM-5177,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Ichneumon devinctor male (2ventral) .jpg, Ichneumon devinctor male (1dorsal) .jpg, Ichneumon devinctor male (3lateral) .jpg, "
SEM-UBC HYM-5181,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Spilichneumon superbus female (2ventral) .jpg, Spilichneumon superbus female (1dorsal) .jpg, Spilichneumon superbus female (3lateral) .jpg, Spilichneumon superbus female (4front) .jpg, "
SEM-UBC HYM-5185,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Stenichneumon sp form A (1dorsal) .jpg, Stenichneumon sp form A (2ventral) .jpg, Stenichneumon sp form A (3lateral) .jpg, "
SEM-UBC HYM-5156,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Ichneumon orpheus female (1dorsal) .jpg, Ichneumon orpheus female (2ventral) .jpg, Ichneumon orpheus female (3lateral) .jpg, "
SEM-UBC HYM-5132,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Aoplus velox (2ventral) .jpg, Aoplus velox (4front) .jpg, Aoplus velox (3lateral) .jpg, Aoplus velox (1dorsal) .jpg, "
SEM-UBC HYM-5161,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Ichneumon sp form E female (1dorsal) .jpg, Ichneumon sp form E female (2ventral) .jpg, Ichneumon sp form E female (3lateral) .jpg, "
SEM-UBC HYM-5178,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Ichneumon feriens female (1dorsal) .jpg, Ichneumon feriens female (2ventral) .jpg, Ichneumon feriens female (4front) .jpg, Ichneumon feriens female (3lateral) .jpg, "
SEM-UBC HYM-5131,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Aoplus cestus (2ventral) .jpg, Aoplus cestus (1dorsal) .jpg, Aoplus cestus (3lateral) .jpg, "
SEM-UBC HYM-5146,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Diadromus subtilicornis female (3lateral) .jpg, Diadromus subtilicornis female (2ventral) .jpg, Diadromus subtilicornis female (1dorsal) .jpg, "
SEM-UBC HYM-5143,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Ctenichneumon excultus female (2ventral) .jpg, Ctenichneumon excultus female (3lateral) .jpg, Ctenichneumon excultus female (1dorsal) .jpg, "
SEM-UBC HYM-5150,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Diphyus sp form A (2ventral) .jpg, Diphyus sp form A (1dorsal) .jpg, Diphyus sp form A (3lateral) .jpg, "
SEM-UBC HYM-5163,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Ichneumon sp form G male (2ventral) .jpg, Ichneumon sp form G male (3lateral) .jpg, Ichneumon sp form G male (1dorsal) .jpg, "
SEM-UBC HYM-5157,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Ichneumon sp form A female (2ventral) .jpg, Ichneumon sp form A female (1dorsal) .jpg, Ichneumon sp form A female (3lateral) .jpg, "
SEM-UBC HYM-5172,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Platylabus sp male (1dorsal) .jpg, Platylabus sp male (3lateral) .jpg, Platylabus sp male (2ventral) .jpg, "
SEM-UBC HYM-5175,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Protichneumon grandis female (3lateral) .jpg, Protichneumon grandis female (2ventral) .jpg, Protichneumon grandis female (1dorsal) .jpg, "
SEM-UBC HYM-5160,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Ichneumon sp form D male (3lateral) .jpg, Ichneumon sp form D male (2ventral) .jpg, Ichneumon sp form D male (1dorsal) .jpg, "
SEM-UBC HYM-5169,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Phaeogenes sp form B (1dorsal) .jpg, Phaeogenes sp form B (3lateral) .jpg, Phaeogenes sp form B (2ventral) .jpg, "
SEM-UBC HYM-5190,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Trogus fulvipes (3lateral) .jpg, Trogus fulvipes (2ventral) .jpg, Trogus fulvipes (1dorsal) .jpg, Trogus fulvipes (4front) .jpg, "
SEM-UBC HYM-5147,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Diphyus euxoae (4front) .jpg, Diphyus euxoae (3lateral) .jpg, Diphyus euxoae (2ventral) .jpg, Diphyus euxoae (1dorsal) .jpg, "
SEM-UBC HYM-5153,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Hoplismenus morulus pacificus female (1dorsal) .jpg, Hoplismenus morulus pacificus female (4front) .jpg, Hoplismenus morulus pacificus female (2ventral) .jpg, Hoplismenus morulus pacificus female (3lateral) .jpg, "
SEM-UBC HYM-5140,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Cratichneumon unifasciatorius female (2ventral) .jpg, Cratichneumon unifasciatorius female (1dorsal) .jpg, "
SEM-UBC HYM-5138,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Cratichneumon ashmeadi male (2ventral) .jpg, Cratichneumon ashmeadi male (1dorsal) .jpg, Cratichneumon ashmeadi male (3lateral) .jpg, "
SEM-UBC HYM-5174,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Protichneumon effigies female (2ventral) .jpg, Protichneumon effigies female (3lateral) .jpg, Protichneumon effigies female (1dorsal) .jpg, "
SEM-UBC HYM-5186,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Stenichneumon sp form B (1dorsal) .jpg, Stenichneumon sp form B (2ventral) .jpg, "
SEM-UBC HYM-5158,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Ichneumon sp form B female (2ventral) .jpg, Ichneumon sp form B female (3lateral) .jpg, Ichneumon sp form B female (1dorsal) .jpg, "
SEM-UBC HYM-5182,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Stenichneumon pallidipennis female (2ventral) .jpg, Stenichneumon pallidipennis female (3lateral) .jpg, Stenichneumon pallidipennis female (1dorsal) .jpg, "
SEM-UBC HYM-514O,Hymenoptera/Ichneumonidae/Ichneumoninae/,"Cratichneumon unifasciatorius female (3lateral)  .jpg, "
SEM-UBC HYM-5191,Hymenoptera/Ichneumonidae/Labeninae/,"Grotea californica (2ventral) .jpg, Grotea californica (4front) .jpg, Grotea californica (3lateral) .jpg, Grotea californica (1dorsal) .jpg, "
SEM-UBC HYM-5192,Hymenoptera/Ichneumonidae/Labeninae/,"Labena tinctipennis (4front) .jpg, Labena tinctipennis (1dorsal) .jpg, Labena tinctipennis (3lateral) .jpg, Labena tinctipennis (2ventral) .jpg, "
SEM-UBC HYM-5028,Hymenoptera/Ichneumonidae/Banchinae/,"Banchus canadensis female (2ventral) .jpg, Banchus canadensis female (1dorsal) .jpg, Banchus canadensis female (3lateral) .jpg, "
SEM-UBC HYM-5039,Hymenoptera/Ichneumonidae/Banchinae/,"Glypta sp form C female (3lateral) .jpg, Glypta sp form C female (1dorsal) .jpg, Glypta sp form C female (2ventral) .jpg, "
SEM-UBC HYM-14218,Hymenoptera/Ichneumonidae/Banchinae/,"Banchus flavescens (3lateral) SEM-UBC HYM-14218.jpg, Banchus flavescens (2ventral) SEM-UBC HYM-14218.jpg, Banchus flavescens (1dorsal)  SEM-UBC HYM-14218.jpg, "
SEM-UBC HYM-5044,Hymenoptera/Ichneumonidae/Banchinae/,"Sphelodon phoxopteridis male (2ventral) .jpg, Sphelodon phoxopteridis male (4front) .jpg, Sphelodon phoxopteridis male (1dorsal) .jpg, Sphelodon phoxopteridis male (3lateral) .jpg, "
SEM-UBC HYM-5032,Hymenoptera/Ichneumonidae/Banchinae/,"Banchus sp 3 (3lateral) .jpg, Banchus sp 3 (1dorsal) .jpg, Banchus sp 3 (2ventral) .jpg, "
SEM-UBC HYM-5043,Hymenoptera/Ichneumonidae/Banchinae/,"Lissonota rasilis male (3lateral) .jpg, Lissonota rasilis male (1dorsal) .jpg, Lissonota rasilis male (2ventral) .jpg, "
SEM-UBC HYM-5035,Hymenoptera/Ichneumonidae/Banchinae/,"Exetastes ridens female (3lateral) .jpg, Exetastes ridens female (1dorsal) .jpg, Exetastes ridens female (2ventral) .jpg, "
SEM-UBC HYM-5031,Hymenoptera/Ichneumonidae/Banchinae/,"Banchus sp 2 (1dorsal) .jpg, Banchus sp 2 (3lateral) .jpg, Banchus sp 2 (2ventral) .jpg, "
SEM-UBC HYM-5026,Hymenoptera/Ichneumonidae/Banchinae/,"Alloplasta superba male (2ventral) .jpg, Alloplasta superba male (3lateral) .jpg, Alloplasta superba male (1dorsal) .jpg, "
SEM-UBC HYM-5029,Hymenoptera/Ichneumonidae/Banchinae/,"Banchus superbus (4front) .jpg, Banchus superbus (2ventral) .jpg, Banchus superbus (1dorsal) .jpg, Banchus superbus (3lateral) .jpg, "
SEM-UBC HYM-5041,Hymenoptera/Ichneumonidae/Banchinae/,"Lissonota clypeator female (1dorsal) .jpg, Lissonota clypeator female (2ventral) .jpg, Lissonota clypeator female (4front) .jpg, Lissonota clypeator female (3lateral) .jpg, "
